id,lat,lon
BNA1402,52.61796,7.86188
BNA1403,52.83005,11.10328
BNA1404,51.41918,14.5698
BNA1405a,48.39704,9.96484
BNA1405b,48.39704,9.96484
BNA1405c,48.39704,9.96484
BNA1406,51.2171,6.69654
BNA1407,50.87413,13.39436
BNA1408,47.570794,7.807192
BNA1409,51.41906,6.7385
BNA1437,53.65752,9.50198
BNA1444a,49.40593,11.13286
BNA1444b,49.40593,11.13286
BNA1444c,49.40593,11.13286
BNA1444d,49.40593,11.13286
BNA1447a,49.6552,8.36592
BNA1447b,49.6552,8.36592
BNA1448,49.33857,7.17001
BNA1449a,49.793,9.99406
BNA1449b,49.793,9.99406
BNA1450,52.623451,10.245655
BNA1451,51.44089,6.70543
BNA1458,49.20947,7.93603
BNA1461,51.04885,12.11038
BNA1463,51.66268,10.3531
BNA1464,49.213706,6.97813
BNA1465,51.31839,9.84903
BNA1465a,51.318082,9.849008
BNA1465b,51.318082,9.849008
BNA1466,48.15393,12.65242
BNA1467,48.527237,8.086828
BNA1486,51.462749,11.714028
BNA1487,49.884879,8.650067
BNA1488,51.54388,7.43884
BNA1489,52.6087132,11.8324507
BNA1490,50.8577189,6.850175
BNA1492a,50.56912,9.68128
BNA1492b,50.56912,9.68128
BNA1498,52.16921,9.7909
BNA1499,52.2321963,10.033285
BNA1500,52.9751813,10.5573974
BNA1501,48.628498,10.200853
BNA1502,51.3387609,6.5853417
BNA1503,51.25454,6.78648
BNA1504,49.047474,8.281602
BNA1505,50.9815566,10.2905599
BNA1506,52.070093,11.385306
BNA1507,49.85869,7.88569
BNA1508,51.6124,7.46532
BNA1509,52.560606,7.295164
BNA1510,51.520132,14.337383
BNA1511a,50.77701,6.48605
BNA1511b,50.77701,6.48605
BNA1516,49.59914,8.22096
BNA1520,50.042129,8.261157
BNA1522,53.320352,14.271028
BNA1523a,50.321134,7.233907
BNA1523b,50.321134,7.233907
BNA1523c,50.321134,7.233907
BNA1523d,50.321134,7.233907
BNA1524,52.904778,9.658513
BNA1526,54.154861,9.076647
BNA1528,51.371837,6.439981
BNA1531,54.137883,13.667149
BNA1541,50.913038,13.324848
BNA1553,48.79133,11.482522
BNA1556,51.151413,13.97761
BNA1557,50.79398,12.484968
BNA1558,53.486245,9.953149
BNA1658,52.029657,8.907163
BNA1671,53.529103,8.548242
BNAP001,53.06666667,8.8
BNAP002,47.81425881,10.89490546
BNAP006,54.33021427,10.10943775
BNAP007,51.51356269,7.278288486
BNAP009,54.082486,9.98969
BNAP012,53.49104825,9.9503088
BNAP013,53.49104825,9.9503088
BNAP014,53.5748,8.137
BNAP023,51.22138,6.73131
BNAP024,54.78333333,9.433333333
BNAP025,48.00557217,7.842279817
BNAP026,49.48333333,8.466666667
BNAP028,50.99131718,6.964898901
BNAP029,51.62952,7.331174
BNAP033,49.33413028,7.031355928
BNAP034,51.52485,6.923
BNAP041,51.045549,7.018704
BNAP042,54.336675,10.19119819
BNAP043,52.42520804,13.30976486
BNAP044,48.3591,11.7903
BNAP046,51.54693912,7.162828289
BNAP050,48.24311673,12.85631363
BNAP051,51.82047514,6.575501443
BNAP052,51.06723224,12.22534362
BNAP053,49.42158,8.67284
BNAP060,53.56625104,9.728479385
BNAP062,51.60381429,7.464313673
BNAP065,51.377061,6.658902
BNAP066,52.48447,13.50146
BNAP068,48.66923581,8.353122575
BNAP069,48.66923581,8.353122575
BNAP070,48.385385,9.841504
BNAP072,50.99131718,6.964898901
BNAP073,48.3591,11.7903
BNAP074,49.827353,6.835113
BNAP075,47.697993,12.14609
BNAP078,54.336675,10.19119819
BNAP079,51.89395,9.21268
BNAP080,48.3110175,9.0186461
BNAP081,51.37368834,10.79923197
BNAP082,51.9297,9.899
BNAP089,50.77605391,10.64549028
BNAP090,47.62261,11.37366
BNAP092,48.99969867,8.327559745
BNAP094,47.65173802,7.963371786
BNAP097,49.06081,8.32439
BNAP098,48.5195636,13.7085052
BNAP099,50.62711,11.38938
BNAP100,49.293248,6.770937
BNAP101,54.33945,10.1766
BNAP102,51.512175,13.97109
BNAP105,51.68037,7.09688
BNAP114,48.45267685,10.20397272
BNAP122,49.71006,8.41443
BNAP123,50.04879,9.01855
BNAP124,48.51504,10.4015648
BNAP125,51.54693912,7.162828289
BNAP127,49.984424,10.181753
BNA1673, 53.490026, 9.948237
BNA1674, 53.578698, 8.132685
BNA1672, 47.198858, 9.669638
BNA1675, 49.945331, 6.193905
BNA0172a, 48.186212, 12.845768
BNA1676, 51.68037, 7.09688
BNA1678, 48.354126, 11.774520
BNA1677, 52.295298, 10.521672
BNA0922a, 51.594210, 11.572945
