Clave de Registro;Nombre de la Unidad de Producción;Estado;Dirección de la Unidad de Producción;Municipio de la Unidad de Producción;Provincia de la Unidad de Producción;Nombre del Titular de la Unidad de Producción;Dirección del Titular;Municipio del Titual;CPostal del Titular;Provincia del Titular;Participación, en %, del Titular en la Unidad de Producción;Nombre del 2º Propietario de la Unidad de Producción;Participación, en %, del 2º Propietario de la Unidad de Producción;Nombre del 3º Propietario de la Unidad de Producción;Participación, en %, del 3º Propietario de la Unidad de Producción;Nombre del 4º Propietario de la Unidad de Producción;Participación, en %, del 4º Propietario de la Unidad de Producción;Fecha de la puesta en servicio de la Unidad de Producción;Tipo de Unidad de Producción;Tecnología de la Unidad de Producción;Potencia Instalada en MW;Potencia Bruta Total en MW;Potencia Neta Total en MW;Tensión de Conexión de la Unidad de Producción en el Punto de Conexión;Nombre de la Empresa Propietaria de la red en la que tiene punto de conexión la Unidad de Producción;Nudo del punto de conexión de la Unidad de Producción;Nombre de la Unidad de Gestión Hidráulica (si es de tipo Hidráulica);Nombre del Río (si es de tipo Hidráulica);Nombre del Combustible más usado (si la Unidad es de tipo Térmica Clásica);Nombre del Combustible 2º más usado (si la Unidad es de tipo Térmica Clásica);Nombre del Combustible 3º más usado (si la Unidad es del tipo Térmica Clásica);Subsección;Denominación Ciclo Combinado;Mínimo Técnico Declarado;Modo de Funcionamiento;A (th/h);B (th/h.MW);C (th/h.MW2);A (th);B (horas);D (€/arranque);O&MVDi (€/MWh );Anotación al Margen
RO2-0060;IBIZA 15, TURBINA DE GAS Nº 2;PROVISIONAL;CTRA. PUIG DEN VALLS;Eivissa;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;01.01.1968 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;14,000;14,000;11,500;66,000;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;IBIZA;;;Gasoil;;;2;;2,86;;19923,22;2172,40;40,81;1,385,036,327;0,21715;366,960,900,000;60,721,152,910;Territorio no Peninsular
RO2-0061;MAHÓN 12, TURBINA DE GAS Nº 2;DEFINITIVO;MAHÓN;Maó;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;01.01.1994 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;37,500;37,500;32,700;132,000;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;MAHÓN;;;Gasoil;;;2;;6,74;;31391,05;1773,42;11,58;1,009,478,400;0,21715;366,960,900,000;20,533,319,570;Territorio no Peninsular
RO2-0063;FORMENTERA 1, TURBINA DE GAS Nº 1;DEFINITIVO;CA MARI;Formentera;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;01.03.1966 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;14,000;14,000;11,500;15,000;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;FORMENTERA;;;Gasoil;;;2;;2,86;;19938,33;2202,48;29,24;1,385,036,327;0,21715;366,960,900,000;64,924,283,240;Territorio no Peninsular
RO2-0068;C.H. MILLARES II GRUPO 1;DEFINITIVO;CENTRAL HIDROELÉCTRICA DE MILLARES II;Millares;VALENCIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;18.12.2003 00:00;HIDRÁULICA;EMBALSE;34,000;35,200;34,950;138,000;IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U.;S.T. MILLARES 138 KV;JÚCAR;JÚCAR;;;;2;;;;;;;;;;;
RO2-0069;C.H. MILLARES II GRUPO 2;DEFINITIVO;CENTRAL HIDROELÉCTRICA DE MILLARES II;Millares;VALENCIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;18.12.2003 00:00;HIDRÁULICA;EMBALSE;34,000;35,400;35,220;138,000;IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U.;S.T. MILLARES 138 KV;JÚCAR;JÚCAR;;;;2;;;;;;;;;;;
RO2-0077;MAHÓN 13, TURBINA DE GAS Nº 1;DEFINITIVO;MAHON;Ciutadella de Menorca;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;01.07.1999 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;38,500;38,500;33,700;;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;MAHON;;;Gasoil;;;2;;6,74;;31391,05;1773,42;11,58;1,009,478,400;0,21715;366,960,900,000;22,800,735,250;Territorio no Peninsular
RO2-0081;JINAMAR 2, DIÉSEL 1;DEFINITIVO;PIEDRA SANTA S/N;Palmas de Gran Canaria (Las);LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.02.1973 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;12,000;12,000;8,510;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. JINAMAR;;;Fuel Oil BIA 0,73% S;;;2;;4,58;;1286,06;2511,43;6,13;5,768,914,000;674,387;12,795,277,390;24,008,182,250;Territorio no Peninsular
RO2-0082;JINAMAR 3, DIÉSEL 2;DEFINITIVO;PIEDRA SANTA S/N;Palmas de Gran Canaria (Las);LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;27.08.1973 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;12,000;12,000;8,510;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. JINAMAR;;;Fuel Oil BIA 0,73% S;;;2;;4,58;;1286,06;2511,43;6,13;5,768,914,000;674,387;12,795,277,390;22,487,352,870;Territorio no Peninsular
RO2-0083;JINAMAR 4, DIÉSEL 3;DEFINITIVO;PIEDRA SANTA S/N;Palmas de Gran Canaria (Las);LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.02.1974 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;12,000;12,000;8,510;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. JINAMAR;;;Fuel Oil BIA 0,73% S;;;2;;4,58;;1286,06;2511,43;6,13;5,768,914,000;674,387;12,795,277,390;22,238,109,100;Territorio no Peninsular
RO2-0084;JINAMAR 12, DIÉSEL 4;DEFINITIVO;PIEDRA SANTA S/N;Palmas de Gran Canaria (Las);LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;07.06.1990 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;24,000;24,000;20,510;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. JINAMAR;;;Fuel Oil BIA 0,73% S;;;2;;14,09;;7613,79;1381,90;15,25;7,957,642,000;553,611;20,395,979,900;12,694,109,630;Territorio no Peninsular
RO2-0085;JINAMAR 13, DIÉSEL 5;DEFINITIVO;PIEDRA SANTA S/N;Palmas de Gran Canaria (Las);LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;08.08.1990 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;24,000;24,000;20,510;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. JINAMAR;;;Fuel Oil BIA 0,73% S;;;2;;14,09;;7613,79;1381,90;15,25;7,957,642,000;553,611;20,395,979,900;12,598,857,110;Territorio no Peninsular
RO2-0086;JINAMAR 7, GAS 1;DEFINITIVO;PIEDRA SANTA S/N;Palmas de Gran Canaria (Las);LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;21.04.1981 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;23,450;23,450;17,640;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. JINAMAR;;;Gasoil;;;2;;6,79;;23287,86;2737,04;6,37;1,218,000,000;0,21715;387,333,194,400;23,491,269,700;Territorio no Peninsular
RO2-0087;JINAMAR 10, GAS 2;DEFINITIVO;PIEDRA SANTA S/N;Palmas de Gran Canaria (Las);LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;26.01.1989 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;37,500;37,500;32,340;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. JINAMAR;;;Gasoil;;;2;;6,79;;29363,27;2225,92;1,36;1,015,000,000;0,21715;387,333,194,400;22,697,857,640;Territorio no Peninsular
RO2-0088;JINAMAR 11, GAS 3;DEFINITIVO;PIEDRA SANTA S/N;Palmas de Gran Canaria (Las);LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.05.1989 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;37,500;37,500;32,340;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. JINAMAR;;;Gasoil;;;2;;6,79;;29363,27;2225,92;1,36;1,015,000,000;0,21715;387,333,194,400;21,759,340,610;Territorio no Peninsular
RO2-0089;BARRANCO DE TIRAJANA 1, GAS 1;DEFINITIVO;CASERIO EL MATORRAL;San Bartolomé de Tirajana;LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.07.1992 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;37,500;37,500;32,340;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. BARRANCO DE TIRAJANA;;;Gasoil;;;2;;6,79;;29363,27;2225,92;1,36;1,015,000,000;0,21715;387,333,194,400;24,705,983,290;Territorio no Peninsular
RO2-0090;BARRANCO DE TIRAJANA 2, GAS 2;DEFINITIVO;CASERIO EL MATORRAL;San Bartolomé de Tirajana;LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;11.05.1995 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;37,500;37,500;32,340;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. BARRANCO DE TIRAJANA;;;Gasoil;;;2;;6,79;;29363,27;2225,92;1,36;1,015,000,000;0,21715;387,333,194,400;23,763,436,360;Territorio no Peninsular
RO2-0093;CANDELARIA 9, VAPOR 5;DEFINITIVO;AUTOPISTA DEL SUR, KM 15, LAS CALETILLAS;Candelaria;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;14.03.1979 00:00;TÉRMICA CLÁSICA;Turbinas de Vapor de Fuel;40,000;40,000;37,280;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. CANDELARIA;;;Fuel Oil BIA 0,73% S;;;2;;13,58;;8388,39;2859,92;0,46;19,925,456,000;1,871,790;904,835,063,200;8,327,075,480;Territorio no Peninsular
RO2-0094;CANDELARIA 10, VAPOR 6;DEFINITIVO;AUTOPISTA DEL SUR, KM 15, LAS CALETILLAS;Candelaria;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.10.1984 00:00;TÉRMICA CLÁSICA;Turbinas de Vapor de Fuel;40,000;40,000;37,280;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. CANDELARIA;;;Fuel Oil BIA 0,73% S;;;2;;13,58;;8388,39;2859,92;0,46;19,925,456,000;1,871,790;904,835,063,200;8,087,967,424;Territorio no Peninsular
RO2-0095;CANDELARIA 3, DIÉSEL 1;DEFINITIVO;AUTOPISTA DEL SUR, KM 15, LAS CALETILLAS;Candelaria;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.05.1972 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;12,000;12,000;8,510;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. CANDELARIA;;;Fuel Oil BIA 0,73% S;;;2;;4,58;;1286,06;2511,43;6,13;5,768,914,000;674,387;12,795,277,390;;Territorio no Peninsular
RO2-0096;CANDELARIA 4, DIÉSEL 2;PROVISIONAL;AUTOPISTA DEL SUR, KM 15, LAS CALETILLAS;Candelaria;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.02.1973 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;12,000;12,000;8,510;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. CANDELARIA;;;Fuel Oil BIA 0,73% S;;;2;;4,58;;1286,06;2511,43;6,13;5,768,914,000;674,387;12,795,277,390;;Territorio no Peninsular
RO2-0097;CANDELARIA 6, DIÉSEL 3;PROVISIONAL;AUTOPISTA DEL SUR, KM 15, LAS CALETILLAS;Candelaria;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.11.1973 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;12,000;12,000;8,510;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. CANDELARIA;;;Fuel Oil BIA 0,73% S;;;2;;4,58;;1286,06;2511,43;6,13;5,768,914,000;674,387;12,795,277,390;;Territorio no Peninsular
RO2-0098;CANDELARIA 11, GAS 1;DEFINITIVO;AUTOPISTA DEL SUR, KM 15, LAS CALETILLAS;Candelaria;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;04.11.1988 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;37,500;37,500;32,340;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. CANDELARIA;;;Gasoil;;;2;;6,79;;29363,27;2225,92;1,36;1,015,000,000;0,21715;387,333,194,400;21,194,681,280;Territorio no Peninsular
RO2-0099;CANDELARIA 12, GAS 2;DEFINITIVO;AUTOPISTA DEL SUR, KM 15, LAS CALETILLAS;Candelaria;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;13.07.1989 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;37,500;37,500;32,340;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. CANDELARIA;;;Gasoil;;;2;;6,79;;29363,27;2225,92;1,36;1,015,000,000;0,21715;387,333,194,400;21,203,367,280;Territorio no Peninsular
RO2-0100;CANDELARIA 5, GAS 3;DEFINITIVO;AUTOPISTA DEL SUR, KM 15, LAS CALETILLAS;Candelaria;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.12.1972 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;17,200;17,200;14,700;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. CANDELARIA;;;Gasoil;;;2;;6,79;;23254,28;2742,84;6,13;1,421,000,000;0,21715;387,333,194,400;24,402,931,740;Territorio no Peninsular
RO2-0101;GRANADILLA 2, DIÉSEL 1;DEFINITIVO;POLIGONO INDUSTRIAL DE GRANADILLA;Granadilla de Abona;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.06.1991 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;24,000;24,000;20,510;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. GRANADILLA;;;Fuel Oil BIA 1% S;;;2;;14,09;;7613,79;1381,90;15,25;7,957,642,000;553,611;20,395,979,900;11,408,568,710;Territorio no Peninsular
RO2-0102;GRANADILLA 3, DIÉSEL 2;DEFINITIVO;POLIGONO INDUSTRIAL DE GRANADILLA;Granadilla de Abona;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.08.1991 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;24,000;24,000;20,510;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. GRANADILLA;;;Fuel Oil BIA 1% S;;;2;;14,09;;7613,79;1381,90;15,25;7,957,642,000;553,611;20,395,979,900;11,432,313,670;Territorio no Peninsular
RO2-0103;GRANADILLA 1, GAS 1;DEFINITIVO;POLIGONO INDUSTRIAL DE GRANADILLA;Granadilla de Abona;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;24.08.1990 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;37,500;37,500;32,340;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. GRANADILLA;;;Gasoil;;;2;;6,79;;29363,27;2225,92;1,36;1,015,000,000;0,21715;387,333,194,400;22,243,399,660;Territorio no Peninsular
RO2-0104;GRANADILLA 6, GAS 2;DEFINITIVO;POL. INDUSTRIAL DE GRANADILLA;Granadilla de Abona;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;10.12.2001 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;42,000;42,000;39,200;220,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. GRANADILLA;;;Gasoil;;;2;;6,79;;31391,05;1773,42;11,58;1,009,478,000;0,21715;398,838,140,700;20,534,217,490;Territorio no Peninsular
RO2-0105;ARONA 1, GAS 1;DEFINITIVO;MONTAÑA OROTEANDA;Arona;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;19.05.2003 00:00;TÉRMICA CLÁSICA;Turbinas de gas aeroderivadas;25,000;25,000;21,600;66,000;ENDESA DISTRIBUCION ELECTRICA, S.L.;S.E. ARONA;;;Gasoil;;;2;;4,85;;9167,14;2154,04;1,59;812,000,000;0,21715;81,849,264,750;18,443,495,580;Territorio no Peninsular
RO2-0106;ARONA 2, GAS 2;DEFINITIVO;MONTAÑA OROTEANDA;Arona;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;03.06.2003 00:00;TÉRMICA CLÁSICA;Turbinas de gas aeroderivadas;25,000;25,000;21,600;66,000;ENDESA DISTRIBUCION ELECTRICA, S.L.;S.E. ARONA;;;Gasoil;;;2;;4,85;;9167,14;2154,04;1,59;812,000,000;0,21715;81,849,264,750;18,916,483,040;Territorio no Peninsular
RO2-0107;PUNTA GRANDE 2, DIÉSEL 1;DEFINITIVO;CARRETERA LOS MARMOLES, S/N;Arrecife;LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;06.06.1986 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 4T;7,520;7,520;6,490;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. PUNTA GRANDE;;;Fuel Oil BIA 0,73% S;;;2;;4,20;;1599,88;2243,21;10,66;1,684,261,000;604,405;15,690,791,910;33,644,301,490;Territorio no Peninsular
RO2-0108;PUNTA GRANDE 3, DIÉSEL 2;DEFINITIVO;CARRETERA LOS MARMOLES, S/N;Arrecife;LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.12.1986 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 4T;7,520;7,520;6,490;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. PUNTA GRANDE;;;Fuel Oil BIA 0,73% S;;;2;;4,20;;1599,88;2243,21;10,66;1,684,261,000;604,405;15,690,791,910;33,679,570,510;Territorio no Peninsular
RO2-0109;PUNTA GRANDE 7, DIÉSEL 3;DEFINITIVO;CARRETERA LOS MARMOLES, S/N;Arrecife;LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;06.10.1987 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 4T;7,520;7,520;6,490;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. PUNTA GRANDE;;;Fuel Oil BIA 0,73% S;;;2;;4,20;;1599,88;2243,21;10,66;1,684,261,000;604,405;15,690,791,910;33,811,211,830;Territorio no Peninsular
RO2-0110;PUNTA GRANDE 11, DIÉSEL 4;DEFINITIVO;CARRETERA LOS MARMOLES, S/N;Arrecife;LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;14.07.1989 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;15,500;15,500;12,850;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. PUNTA GRANDE;;;Fuel Oil BIA 0,73% S;;;2;;8,70;;3418,40;1606,25;14,55;5,768,914,000;674,387;12,795,277,390;11,823,423,160;Territorio no Peninsular
RO2-0111;PUNTA GRANDE 12, DIÉSEL 5;DEFINITIVO;CARRETERA LOS MARMOLES, S/N;Arrecife;LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;05.05.1989 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;15,500;15,500;12,850;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. PUNTA GRANDE;;;Fuel Oil BIA 0,73% S;;;2;;8,70;;3418,40;1606,25;14,55;5,768,914,000;674,387;12,795,277,390;12,058,247,410;Territorio no Peninsular
RO2-0112;PUNTA GRANDE 13, DIÉSEL 6;DEFINITIVO;CARRETERA LOS MARMOLES, S/N;Arrecife;LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.09.1992 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;24,000;24,000;20,510;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. PUNTA GRANDE;;;Fuel Oil BIA 0,73% S;;;2;;14,09;;7613,79;1381,90;15,25;7,957,642,000;553,611;20,395,979,900;12,005,119,990;Territorio no Peninsular
RO2-0113;PUNTA GRANDE 15, DIÉSEL 7;DEFINITIVO;CTRA. DE LOS MARMOLES, S/N;Arrecife;LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;21.02.2002 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 4T;18,400;18,400;17,200;66,000;ENDESA DISTRIBUCION ELECTRICA, S.L.;S.E. PUNTA GRANDE;;;Fuel Oil BIA 0,73% S;;;2;;11,80;;9556,47;1039,20;36,11;5,768,914,000;674,387;20,670,678,480;21,800,184,920;Territorio no Peninsular
RO2-0114;PUNTA GRANDE 16, DIÉSEL 8;DEFINITIVO;CTRA. DE LOS MARMOLES, S/N;Arrecife;LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;21.01.2002 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 4T;18,400;18,400;17,200;66,000;ENDESA DISTRIBUCION ELECTRICA, S.L.;S.E. PUNTA GRANDE;;;Fuel Oil BIA 0,73% S;;;2;;11,80;;9556,47;1039,20;36,11;5,768,914,000;674,387;20,670,678,480;21,749,052,690;Territorio no Peninsular
RO2-0115;PUNTA GRANDE 9, GAS 1;DEFINITIVO;CARRETERA LOS MARMOLES, S/N;Arrecife;LAS PALMAS;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;01.06.1988 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;25,000;25,000;19,600;66,000;ENDESA DISTRIBUCION ELECTRICA S.L.;S.E. PUNTA GRANDE;;;Gasoil;;;2;;6,79;;23411,65;2530,00;3,24;1,421,000,000;0,21715;387,333,194,400;34,538,379,560;Territorio no Peninsular
