ZE-Nr;ZE-Name;WKA-Name;WKA-Typ;ZE-Standort;ZE-Kanton;ZE-Status;Funktion: Turbinieren;Funktion: Pumpen;QTurbine [m3/sec];Inst. Turbinenleistung;"(""LTURBINE[MW]""/100)*""PROZ.ANTEILCH""";Max. Leistung ab Generator;"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""";Prod. ohne Umwälzbetrieb - W.;Prod. ohne Umwälzbetrieb - S.;Prod. ohne Umwälzbetrieb - J.;"(""PROD.OHNEUMWÄLZBETRIEB-J.""/100)*""PROZ.ANTEILCH""";QPumpe [m3/sec];Inst. Pumpenleistung;Leistungsaufnahme Motoren;Bedarf ohne Umwälzb. - W.;Bedarf ohne Umwälzb. - S.;Bedarf ohne Umwälzb. - J.;ZE-Erste-Inbetriebnahme;ZE-Letzte-Inbetriebnahme;ZE-Kote;Proz. Anteil CH;Kantonsanteil: Kanton Name (1);Kantonsanteil (1);Kantonsanteil: Kanton Name (2);Kantonsanteil (2);Kantonsanteil: Kanton Name (3);Kantonsanteil (3);Genutzte Gewässer - Name (1);Genutzte Gewässer - Name (2);Genutzte Gewässer - Name (3);Genutzte Gewässer - Name (4);Genutzte Gewässer - Name (5);Genutzte Gewässer - Name (6);Genutzte Gewässer - Name (7);"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""";Genutzte Gewässer - Name (8);Genutzte Gewässer - Name (9);Genutzte Gewässer - Name (10);Genutzte Gewässer - Name (11);Genutzte Gewässer - Name (12);Ersatzenergie: Richtung (1);Ersatzenergie: Partner (1);Ersatzenergie: Richtung (2);Ersatzenergie: Partner (2);Ersatzenergie: Richtung (3);Ersatzenergie: Partner (3);Ersatzenergie: Richtung (4);Ersatzenergie: Partner (4);Ersatzenergie: Richtung (5);Ersatzenergie: Partner (5);Ersatzenergie :Richtung (6);Ersatzenergie: Partner (6);Ersatzenergie: Richtung (7);Ersatzenergie: Partner (7);Ersatzenergie: Richtung (8);Ersatzenergie: Partner (8);Ersatzenergie: Richtung (9);Ersatzenergie: Partner (9);Ersatzenergie: Richtung (10);Ersatzenergie: Partner (10);Ersatzenergie: Richtung (11);Ersatzenergie: Partner (11);Ersatzenergie: Richtung (12);Ersatzenergie: Partner (12);Rechte - Name (1);Rechte - Endjahr (1);Rechte - Name (2);Rechte - Endjahr (2);Rechte - Name (3);Rechte - Endjahr (3);Rechte - Name (4);Rechte - Endjahr (4);Rechte - Name (5);Rechte - Endjahr (5);Rechte - Name (6);Rechte - Endjahr (6);Rechte - Name (7);Rechte - Endjahr (7);Rechte - Name (8);Rechte - Endjahr (8);Rechte - Name (9);Rechte - Endjahr (9);Rechte - Name (10);Rechte - Endjahr (10);Bemerkung (1);Bemerkung (2);Bemerkung (3);Bemerkung (4);Bemerkung (5);Bemerkung (6);Bemerkung (7);Bemerkung (8);Bemerkung (9);Bemerkung (10);ZE-Koordinaten unscharf (Ost);ZE-Koordinaten unscharf (Nord);Internationales KW
401325;Engi, Hinterdorf (Sernf);Engi, Hinterdorf (Sernf);L;Engi (Glarus Süd);Glarus;im Normalbetrieb;T;;7;0,53;0,53;0,53;0,53;0,4;2,1;2,5;2,5;0;0;0;0;0;0;2012;;795,2;100;Glarus;100;;;;;Sernf;;;;;;;0,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ehehaftes Recht;2062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2730910;1204030;
401350;Engi, Vorderdorf (Mühlebach);Engi;L;Engi, Vorderdorf (Glarus Süd);Glarus;im Normalbetrieb;T;;1,1;3,75;3,75;3,75;3,75;3,45;12,65;16,1;16,1;0;0;0;0;0;0;2009;;810,45;100;Glarus;100;;;;;Mühlebach;;;;;;;3,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2089;;;;;;;;;;;;;;;;;;;- Zentrale Bergen mit 150 KW befindet sich auch in der Zentrale Engi, Vorderdorf (Mühlebach);;;;;;;;;;2730350;1205190;
401360;Mühlebach II, Engi;Kraftwerk Mühlebach AG;L;Engi, Unter Engi;Glarus;im Normalbetrieb;T;;1,6;0,53;0,53;0,53;0,53;0,8;1;1,8;1,8;0;0;0;0;0;0;2018;;767,5;100;Glarus;100;;;;;Mühlebach;;;;;;;0,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2729680;1205210;
401400;Schwanden (Sernf);Sernf;L;Schwanden;Glarus;im Normalbetrieb;T;;8,8;15,7;15,7;16,5;16,5;26;59;85;85;0;0;0;0;0;0;1931;2003;537,6;100;Glarus;100;;;;;Sernf;;;;;;;16,5;;;;;;B;KLL (Zentrale Tierfehd (Hintersand));;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2051;Andere Rechtsgrundlage;9999;;;;;;;;;;;;;;;;;- Zentralen Schwanden (Sernf), Schwanden (Niederenbach) und Schwanden (Gemeinde) in einem Gebäude      ;                          ; ;;;;;;;;2725380;1206280;
401500;Schwanden (Niederenbach);Niederenbach;S;Schwanden;Glarus;im Normalbetrieb;T;;3,6;28,2;28,2;33,5;33,5;13;27;40;40;0;0;0;0;0;0;1931;2004;537,6;100;Glarus;100;;;;;Garichtisee;Niederenbach;;;;;;33,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2051;Andere Rechtsgrundlage;9999;;;;;;;;;;;;;;;;;- Zentralen Schwanden (Sernf), Schwanden (Niederenbach) und Schwanden (Gemeinde) in einem Gebäude;;;;;;;;;;2725380;1206280;
401600;Schwanden (Gemeinde);Schwanden (Gemeinde);L;Schwanden;Glarus;im Normalbetrieb;T;;0,56;1,8;1,8;1,8;1,8;4,5;6;10,5;10,5;0;0;0;0;0;0;1899;2005;535;100;Glarus;100;;;;;Niederenbach;;;;;;;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);9999;;;;;;;;;;;;;;;;;;;- Zentralen Schwanden (Sernf), Schwanden (Niederenbach) und Schwanden (Gemeinde) in einem Gebäude       ;                          ;;;;;;;;;2725370;1206270;
401700;Schwanden (SNE);Schwanden (SNE);L;Schwanden;Glarus;im Normalbetrieb;T;;5;0,5;0,5;0,4;0,4;0,8;1,5;2,3;2,3;0;0;0;0;0;0;1908;2000;522;100;Glarus;100;;;;;Sernf;;;;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ehehaftes Recht;9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2724980;1206160;
401750;Mitlödi (Föhnen/Sool);Mitlödi (Föhnen/Sool);L;Mitlödi;Glarus;im Bau;T;;13;4;4;4;4;10,9;10,9;21,8;21,8;0;0;0;0;0;0;2020;;532,8;100;Glarus;100;;;;;Niederenbach;Sernf;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2099;;;;;;;;;;;;;;;;;;;- Die voraussichtliche Inbetriebnahme des Neubaus der Zentrale Mitlödi (Föhnen/Sool)  ist im Jahre 2020 vorgesehen;- Bei Inbetriebnahme im Jahre 2020  ist der Ablauf der Konzession im 2100          ;;;;;;;;;2725110;1207800;
401760;Mitlödi (Seidendruckerei);Mitlödi (Seidendruckerei);L;Mitlödi (Glarus Süd);Glarus;im Normalbetrieb;T;;22;0,85;0,85;0,82;0,82;2,2;3,5;5,7;5,7;0;0;0;0;0;0;2016;;492,35;100;Glarus;100;;;;;Linth;;;;;;;0,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2725150;1208020;
401775;Mühlefuhr, Ennenda;Mühlefuhr;L;Ennenda;Glarus;im Normalbetrieb;T;;22;0,82;0,82;0,82;0,82;1,65;3,85;5,5;5,5;0;0;0;0;0;0;1920;2010;482,26;100;Glarus;100;;;;;Linth;;;;;;;0,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ehehaftes Recht;9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2724970;1209700;
401780;Holenstein I  Wehr. KW Glarus;Holenstein Wehrkraftw. Glarus;L;Mitlödi, Gmde. Glarus Süd;Glarus;im Normalbetrieb;T;;18,5;0,55;0,55;0,55;0,55;0,88;1,32;2,2;2,2;0;0;0;0;0;0;2016;;479,5;100;Glarus;100;;;;;Linth;;;;;;;0,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere Rechtsgrundlage;9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2724570;1210120;
401790;Walzmühle 2;Walzmühle 2;L;Ennenda, Alpenbrüggli;Glarus;im Normalbetrieb;T;;10;0,32;0,32;0,32;0,32;1,07;1,31;2,38;2,38;0;0;0;0;0;0;2011;2011;468,5;100;Glarus;100;;;;;Linth;;;;;;;0,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2723740;1212210;
401800;Elggiskraft, Netstal;Elggiskraft, Netstal;L;Netstal;Glarus;im Normalbetrieb;T;;20;0,8;0,8;0,8;0,8;1,66;2,69;4,35;4,35;0;0;0;0;0;0;1912;1983;452,4;100;Glarus;100;;;;;Linth;;;;;;;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2723200;1213800;
401900;Am Löntsch;Am Löntsch;S;Netstal;Glarus;im Normalbetrieb;T;;20;89,1;89,1;60;60;47,5;71,6;119,1;119,1;0;0;0;0;0;0;1908;1975;481,75;100;Glarus;100;;;;;Klöntaler-See;Löntsch;;;;;;60;;;;;;A;Spälti & Co AG, Netstal;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2722350;1212990;
402000;Linthkraft, Netstal;Linthkraft, Netstal;L;Netstal;Glarus;im Normalbetrieb;T;;35;1,42;1,42;1,4;1,4;2,5;3,7;6,2;6,2;0;0;0;0;0;0;1923;1960;449;100;Glarus;100;;;;;Linth;;;;;;;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2723190;1214910;
402100;Tobel;Mels (Tobel);L;Mels;St.Gallen;im Normalbetrieb;T;;2,8;0,99;0,99;0,95;0,95;1,7;2,2;3,9;3,9;0;0;0;0;0;0;1906;1995;714,6;100;St.Gallen;100;;;;;Seez;;;;;;;0,95;;;;;;B;KSL (Zentrale Mapragg);;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2748500;1211540;
402200;Mels (KW Stoffel);Mels (KW Stoffel);L;Mels, Steigs;St.Gallen;im Normalbetrieb;T;;2,34;3,3;3,3;3,4;3,4;5,26;8,74;14;14;0;0;0;0;0;0;1931;1989;536,7;100;St.Gallen;100;;;;;Seez;;;;;;;3,4;;;;;;B;KSL (Zentrale Mapragg);;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2057;;;;;;;;;;;;;;;;;;;#NAME?;#NAME?; ;                              ;;;;;;;2750220;1212140;
402300;Mels (Halde);Mels (Halde);L;Mels;St.Gallen;im Normalbetrieb;T;;2,5;0,55;0,55;0,5;0,5;0,96;1,68;2,64;2,64;0;0;0;0;0;0;1878;2003;507;100;St.Gallen;100;;;;;Seez;;;;;;;0,5;;;;;;B;KSL (Zentrale Mapragg);;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2048;Ehehaftes Recht;9999;;;;;;;;;;;;;;;;;"- Ersatzenergie:	Bezug wird in Franken abgegolten infolge  Wasserableitung der Seez durch KSL       ";                             ;;;;;;;;;2750120;1212280;
402350;Weissenstein, Mels;KW Weissenstein;L;Mels, Plons;St.Gallen;im Normalbetrieb;T;;0,13;0,64;0,64;0,64;0,64;1;1,36;2,36;2,36;0;0;0;0;0;0;2018;;1065;100;St.Gallen;100;;;;;Rietquelle;Schwiwald-Quellen;;;;;;0,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2746650;1212980;
402360;Chapfensee;KW Chapfensee;L;Mels, Plons;St.Gallen;im Bau;T;;1,6;0,65;0,65;0,65;0,65;0,7;1;1,7;1,7;0;0;0;0;0;0;2019;;1031,5;100;St.Gallen;100;;;;;Cholschlagerbach;;;;;;;0,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2079;;;;;;;;;;;;;;;;;;;- Die Inbetriebnahme ist im Jahre 2019 vorgesehen;;;;;;;;;;2747230;1212620;
402370;Mädems-Parmort;Kraftwerk Mädems-Parmort;L;Mels;St.Gallen;im Normalbetrieb;T;;0,5;1,76;1,76;1,76;1,76;2;3,7;5,7;5,7;0;0;0;0;0;0;2018;;1060;100;St.Gallen;100;;;;;Cholschlagerbach;Mädems Quellen;;;;;;1,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2746510;1212830;
402400;Plons;Plons;L;Plons, Gmde. Mels;St.Gallen;im Umbau;T;;1,2;4,5;4,5;4,3;4,3;5;13,5;18,5;18,5;0;0;0;0;0;0;1948;2019;478,2;100;St.Gallen;100;;;;;Chapfensee;Cholschlagerbach;Lutzbach;Röllbach;Schmelzibach;;;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2074;;;;;;;;;;;;;;;;;;;#NAME?;- Die Inbetriebnahme ist im Jahre 2019 vorgesehen. Das KW wird voraussichtlich vom 31.09.2017 bis 31.12.2018 ausser Betrieb sein;  Nach dem Umbau sind folgende Werte zu erwarten:;"  Ausbauwassermenge (an 100 Tagen erreicht)		=   1.80 m3/s";"  Installierte Leistung sämtlicher Turbinen		=    6.93 MW";"  Maximal mögliche Leistung ab Generatoren		=    6.93 MW";"  Mittlere Produktionserwartung im Sommerhalbjahr	=   17.20 GWh";"  Mittlere Produktionserwartung im Winterhalbjahr		=   5.72 GWh";"  Mittlere Produktionserwartung im Jahr			=   22.92 GWh";"  Kote Maschinensaalboden				=   480,60 m.ü.M";2749010;1213310;
402500;Pravizin 1 (Bruggwiti);Flums (Pravizin 1 (Bruggwiti));L;Flums;St.Gallen;im Normalbetrieb;T;;1,87;5,07;5,07;5,4;5,4;6,47;17,33;23,8;23,8;0;0;0;0;0;0;1901;1988;624,14;100;St.Gallen;100;;;;;Schilsbach;;;;;;;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2061;;;;;;;;;;;;;;;;;;;#NAME?;                                             ;    ;                                                        ;;;;;;;2743950;1216800;
402600;Pravizin 2 (Äuli);Flums (Pravizin 2 (Äuli));L;Flums;St.Gallen;im Normalbetrieb;T;;0,4;0,7;0,7;0,75;0,75;1,51;1,83;3,34;3,34;0;0;0;0;0;0;1943;1943;624,39;100;St.Gallen;100;;;;;Schilsbach;;;;;;;0,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2061;;;;;;;;;;;;;;;;;;;#NAME?;                                              ;      ;                                                     ;;;;;;;2743950;1216770;
402675;Röllbach, Flums;Röllbach, Flums;L;Flums, Rüfi;St.Gallen;im Normalbetrieb;T;;0,18;0,34;0,34;0,34;0,34;0,9;1;1,9;1,9;0;0;0;0;0;0;1890;1963;459,66;100;St.Gallen;100;;;;;Röllbach;;;;;;;0,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2745290;1216360;
402700;Felsen, Flums;Flums (Felsen);L;Flums;St.Gallen;im Normalbetrieb;T;;1,25;1,48;1,48;1,45;1,45;3;5;8;8;0;0;0;0;0;0;1866;1993;476,14;100;St.Gallen;100;;;;;Schilsbach;;;;;;;1,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2061;;;;;;;;;;;;;;;;;;;#NAME?;                                             ;;;;;;;;;2744380;1216980;
402710;Eggi, Walenstadt;Kraftwerk Berschnerbach AG;L;Walenstadt;St.Gallen;im Bau;T;;1;3,14;3,14;3,14;3,14;3;7,6;10,6;10,6;0;0;0;0;0;0;2019;;673,6;100;St.Gallen;100;;;;;Berschnerbach;;;;;;;3,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2099;;;;;;;;;;;;;;;;;;;- Die Inbetriebnahme ist im Jahre 2019 vorgesehen;;;;;;;;;;2745900;1218950;
402725;Neues Sägengüetli;Flums (Neues Sägengüetli);L;Flums;St.Gallen;im Normalbetrieb;T;;1;1,19;1,19;1,29;1,29;0,8;3,42;4,22;4,22;0;0;0;0;0;0;1974;1974;472,2;100;St.Gallen;100;;;;;Schilsbach;;;;;;;1,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2061;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2744360;1217040;
402750;Töbeli;Töbeli;L;Töbeli;St.Gallen;im Normalbetrieb;T;;0,13;0,6;0,6;0,5;0,5;1,2;1,6;2,8;2,8;0;0;0;0;0;0;1895;1992;517,76;100;St.Gallen;100;;;;;Brunnenquellen;Cafentisquellen;Katzenzipfelquellen;Vogelrütiquellen;;;;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2052;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2743400;1221050;
402800;Talbach;Talbach;L;Mols, Tal;St.Gallen;im Normalbetrieb;T;;0,15;0,75;0,75;0,75;0,75;2,6;2,8;5,4;5,4;0;0;0;0;0;0;1954;1954;504;100;St.Gallen;100;;;;;Talbach-Quellen;;;;;;;0,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2739030;1219340;
402900;Oberterzen (Büeli);Oberterzen;L;Oberterzen;St.Gallen;im Normalbetrieb;T;;0,21;1,16;1,16;1,16;1,16;2,55;3,89;6,44;6,44;0;0;0;0;0;0;1927;1927;760;100;St.Gallen;100;;;;;Quellen im Recket;;;;;;;1,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2738230;1218210;
403000;Merlen;Murg (Merlen);S;Murgtal, Merlen;St.Gallen;im Bau;T;;0,92;0,56;0,56;0,68;0,68;0,7;1,7;2,4;2,4;0;0;0;0;0;0;1950;2019;1098,1;100;St.Gallen;100;;;;;Murgbach;Ober-Murgsee;;;;;;0,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2055;;;;;;;;;;;;;;;;;;;- Voraussichtliche Inbetriebnahme ist im Jahre 2019 vorgesehen       ;;;;;;;;;;2733590;1215050;
403150;Plätz;Murg (Plätz);L;Murgtal, Unter Plätz;St.Gallen;im Normalbetrieb;T;;2;6,5;6,5;6,4;6,4;5,3;18,4;23,7;23,7;0;0;0;0;0;0;1994;2003;706,69;100;St.Gallen;100;;;;;Murgbach;;;;;;;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2055;;;;;;;;;;;;;;;;;;;- Ersatz Zentralen Plätz 1 (403100) und Plätz 2 (403200) im Jahr 1994       ;;;;;;;;;;2734320;1217230;
403300;Gödis;Murg (Gödis);L;Murg, unterhalb Gödis;St.Gallen;im Normalbetrieb;T;;2;2,8;2,8;2,8;2,8;4,4;9;13,4;13,4;0;0;0;0;0;0;1909;1990;540,95;100;St.Gallen;100;;;;;Murgbach;;;;;;;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2734800;1219020;
403400;Säge, Murg;Murg (Säge);L;Murg;St.Gallen;im Normalbetrieb;T;;2,4;2,32;2,32;2,32;2,32;3,7;7,8;11,5;11,5;0;0;0;0;0;0;1836;1990;422;100;St.Gallen;100;;;;;Murgbach;;;;;;;2,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2055;Ehehaftes Recht;9999;;;;;;;;;;;;;;;;;;;;;;;;;;;2735140;1219590;
403500;Muslen;Muslen;L;Amden, Muslen;St.Gallen;im Normalbetrieb;T;;1;1,63;1,63;1,58;1,58;1,3;2,4;3,7;3,7;0;0;0;0;0;0;1908;1982;423,7;100;St.Gallen;100;;;;;Muslenbach;Sellbach;;;;;;1,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2728720;1222180;
403600;Rütiberg (Obersee);Rütiberg (Obersee);L;Rütiberg / Näfels;Glarus;im Normalbetrieb;T;;0,8;0,89;0,89;0,93;0,93;1,5;3,2;4,7;4,7;0;0;0;0;0;0;1961;2007;827,5;100;Glarus;100;;;;;Auenbach;Obersee;Sulzbach;;;;;0,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2041;;;;;;;;;;;;;;;;;;;#NAME?;                                                 ;;;;;;;;;2721370;1217080;
403700;Rütiberg (Brändbach);Rütiberg (Brändbach);L;Rütiberg / Näfels;Glarus;im Normalbetrieb;T;;0,38;0,85;0,85;0,8;0,8;1,3;2,5;3,8;3,8;0;0;0;0;0;0;1977;1977;827,5;100;Glarus;100;;;;;Brändbach;;;;;;;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2041;;;;;;;;;;;;;;;;;;;#NAME?;                                                  ;;;;;;;;;2721370;1217080;
403800;Risi, Näfels;Risi;L;Näfels;Glarus;im Normalbetrieb;T;;1,4;4,5;4,5;4,2;4,2;6,6;12,1;18,7;18,7;0;0;0;0;0;0;1925;2011;444,7;100;Glarus;100;;;;;Auenbach;Brändbach;Obersee;Rütibergquelle;Sulzbach;;;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2722840;1217230;
403900;Bleiche;Niederurnen;L;Niederurnen;Glarus;im Normalbetrieb;T;;0,65;2,22;2,22;2,1;2,1;2,2;4,6;6,8;6,8;0;0;0;0;0;0;1903;1980;512;100;Glarus;100;;;;;Bachbordquelle;Chriesbaumbrunnenquelle;Niederurner Dorfbach;;;;;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere Rechtsgrundlage;9999;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2721670;1220420;
404000;Ziegelbrücke;Ziegelbrücke;L;Ziegelbrücke;Glarus;im Normalbetrieb;T;;10;0,58;0,58;0,58;0,58;1,1;2;3,1;3,1;0;0;0;0;0;0;1837;2011;412,9;100;Glarus;100;;;;;Chli Linthli;Dorfbach;Erlenkanal;Mühlebach;Rautibach;;;0,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ehehaftes Recht;9999;;;;;;;;;;;;;;;;;;;- Ersatz der Zentrale Ziegelbrücke 2 im Jahre 2011;;;;;;;;;;2723220;1221520;
404050;Uznaberg, Uznach;Uznaberg, Uznach;L;Uznach;St.Gallen;im Normalbetrieb;T;;0,94;0,51;0,51;0,46;0,46;0,95;0,95;1,9;1,9;0;0;0;0;0;0;2015;;424,5;100;St.Gallen;100;;;;;Ranzach;;;;;;;0,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2715530;1232260;
404100;Rempen;Wägital (Rempen);U;Vorderthal, Rempen;Schwyz;im Normalbetrieb;T;P;30;66,24;66,24;60;60;50;10;60;60;5;16;16;0;23;23;1926;2012;647,5;100;Schwyz;100;;;;;Wägitalersee;;;;;;;60;;;;;;A;Gemeindekorporation Innerthal;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2040;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2710670;1221850;
404200;Siebnen;Wägital (Siebnen);S;Siebnen;Schwyz;im Normalbetrieb;T;;32;51,52;51,52;48;48;40;20;60;60;0;0;0;0;0;0;1926;1984;451,6;100;Schwyz;100;;;;;Trepsenbach;Wägitaler Aa;Wägitalersee;;;;;48;;;;;;A;Wirth & Co AG, Wangen;A;Spital Lachen, Lachen;;;;;;;;;;;;;;;;;;;;;Konzession(en);2040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2710790;1225550;
404250;Spreitenbach, Galgenen Kistler;Spreitenbach, Galgenen Kistler;L;Galgenen, Vorauen;Schwyz;im Normalbetrieb;T;;0,3;0,3;0,3;0,3;0,3;0,4;0,5;0,9;0,9;0;0;0;0;0;0;1863;1985;460;100;Schwyz;100;;;;;Spreitenbach;;;;;;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ehehaftes Recht;9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2707550;1226530;
404300;Pilgersteg;Pilgersteg;L;Rüti;Zürich;im Normalbetrieb;T;;1,5;0,56;0,56;0,56;0,56;0,9;1,1;2;2;0;0;0;0;0;0;1920;2013;501;100;Zürich;100;;;;;Jona;;;;;;;0,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2708480;1236320;
404400;Etzelwerk Altendorf;Etzelwerk;U;Altendorf;Schwyz;im Normalbetrieb;T;P;34;135;135;121;121;139,21;110,57;249,78;249,78;10;54;54;0;0;0;1937;1992;415,9;100;Zürich;40;Schwyz;48;Zug;12;Minster;Sihl;Sihlsee;;;;;121;;;;;;A;EKZ (Zentrale Waldhalde);A;Sihl Manegg Immobilien AG (Zent. Manegg);;;;;;;;;;;;;;;;;;;;;Konzession(en);2022;;;;;;;;;;;;;;;;;;;#NAME?;"- Wasserkraftanteile: Hoheitsanteile nicht festgelegt;";  Annahme: Verteilung wie für Wasserzins ;- Übergangskonzession bis 2022 ;- Erzeugt Bahnstrom 16,7 Hertz        ;      ;;;;;2704140;1227930;
404500;Bäch;Bäch;L;Bäch;Schwyz;im Normalbetrieb;T;;0,5;0,3;0,3;0,3;0,3;0,58;0,46;1,04;1,04;0;0;0;0;0;0;1957;1957;410,8;100;Schwyz;100;;;;;Krebsbach;;;;;;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere Rechtsgrundlage;9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2697490;1228510;
404600;Schindellegi;Feusisberg;L;Schindellegi;Schwyz;im Normalbetrieb;T;;3,5;0,87;0,87;0,7;0,7;2,11;2,07;4,18;4,18;0;0;0;0;0;0;1869;1989;754;100;Schwyz;100;;;;;Sihl;;;;;;;0,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2696600;1225520;
404700;Sihl-Höfe;Sihl-Höfe;L;Wollerau;Schwyz;im Normalbetrieb;T;;4;1,45;1,45;1,4;1,4;4,3;4,6;8,9;8,9;0;0;0;0;0;0;1961;1961;713,75;100;Schwyz;100;;;;;Sihl;;;;;;;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2694280;1225900;
404800;Waldhalde;Waldhalde;L;Schönenberg;Zürich;im Normalbetrieb;T;;4,5;2,8;2,8;2,7;2,7;7,6;8,4;16;16;0;0;0;0;0;0;1895;1967;615,5;100;Zürich;55,41;Zug;44,59;;;Alp;Biber;Sihl;Teufenbachweier;;;;2,7;;;;;;B;Etzelwerk (Zentr. Etzelwerk Altendorf);;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2690190;1226040;
