"Connected body","Location","Entity","street","Number","zipcode","place-name","Date","Fuel","Capacity"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/18/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/19/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/20/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/21/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/22/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/23/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/24/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/25/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/26/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/27/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/28/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/29/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","04/30/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/01/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/02/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/03/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/04/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/05/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/06/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/07/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/08/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/09/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/10/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/11/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/12/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/13/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/14/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/15/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/16/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/17/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/18/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/19/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/20/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/21/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/22/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/23/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/24/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/25/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/26/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/27/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/28/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/29/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/30/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","05/31/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/01/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/02/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/03/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/04/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/05/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/06/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/07/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/08/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/09/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/10/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/11/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/12/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/13/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/14/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/15/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/16/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/17/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/18/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/19/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/20/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/21/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/22/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/23/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/24/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/25/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/26/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/27/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/28/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/29/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-6 Eemshaven Centrale (","Eemscentrale (EC6)","Robbenplaatweg","17","9979XL","Eemshaven","06/30/2018","E06","359"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/01/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/02/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/03/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/04/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/05/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/06/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/07/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/08/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/09/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/10/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/11/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/12/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/13/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/14/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/15/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/16/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/17/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/18/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/19/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/20/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/21/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/22/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/23/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/24/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/25/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/26/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/27/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/28/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/29/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","04/30/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/01/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/02/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/03/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/04/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/05/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/06/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/07/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/08/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/09/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/10/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/11/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/12/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/13/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/14/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/15/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/16/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/17/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/18/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/19/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/20/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/21/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/22/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/23/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/24/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/25/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/26/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/27/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/28/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/29/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/30/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","05/31/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/01/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/02/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/03/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/04/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/05/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/06/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/07/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/08/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/09/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/10/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/11/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/12/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/13/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/14/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/15/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/16/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/17/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/18/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/19/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/20/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/21/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/22/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/23/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/24/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/25/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/26/2018","E06","360"
"ELECTRABEL NEDERLAND NV","EC-7 Eemshaven Centrale (","Eemscentrale (EC7)","Robbenplaatweg","17","9979XL","Eemshaven","06/27/2018","E06","360"
