"Connected body","Location","Entity","street","Number","zipcode","place-name","Date","Fuel","Capacity"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/08/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/09/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/10/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/11/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/12/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/13/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/14/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/15/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/16/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/17/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/18/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/19/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/20/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/21/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/22/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/23/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/24/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/25/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/26/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/27/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/28/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/29/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","04/30/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/01/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/02/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/03/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/04/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/05/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/06/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/07/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/08/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/09/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/10/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/11/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/12/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/13/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/14/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/15/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/16/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/17/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/18/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/19/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/20/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/21/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/22/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/23/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/24/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/25/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/26/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/27/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/28/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/29/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/30/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","05/31/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/01/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/02/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/03/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/04/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/05/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/06/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/07/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/08/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/09/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/10/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/11/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/12/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/13/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/14/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/15/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/16/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/17/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/18/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/19/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/20/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/21/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/22/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/23/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/24/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/25/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/26/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/27/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/28/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/29/2018","E06","79"
"EON BENELUX","ucml","UCML","Coloradoweg","10","3199LA","Rotterdam Maasvlakte","06/30/2018","E06","79"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/01/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/02/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/03/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/04/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/05/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/06/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/07/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/08/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/09/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/10/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/11/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/12/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/13/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/14/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/15/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/16/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/17/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/18/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/19/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/20/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/21/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/22/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/23/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/24/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/25/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/26/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/27/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/28/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/29/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","04/30/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/01/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/02/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/03/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/04/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/05/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/06/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/07/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/08/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/09/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/10/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/11/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/12/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/13/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/14/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/15/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/16/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/17/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/18/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/19/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/20/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/21/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/22/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/23/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/24/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/25/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/26/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/27/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/28/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/29/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/30/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","05/31/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/01/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/02/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/03/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/04/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/05/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/06/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/07/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/08/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/09/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/10/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/11/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/12/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/13/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/14/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/15/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/16/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/17/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/18/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/19/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/20/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/21/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/22/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/23/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/24/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/25/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/26/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/27/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/28/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/29/2018","E06","432"
"EPZ","SL10 Sloecentrale (380KV)","Sloecentrale (unit 10)","Albanieweg","10","4389PR","Ritthem","06/30/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/01/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/02/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/03/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/04/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/05/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/06/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/07/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/08/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/09/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/10/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/11/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/12/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/13/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/14/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/15/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/16/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/17/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/18/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/19/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/20/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/21/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/22/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/23/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/24/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/25/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/26/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/27/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/28/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/29/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","04/30/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","05/01/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","05/02/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","05/03/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","05/04/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","05/05/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","05/06/2018","E06","432"
"EPZ","SL20 Sloecentrale (380KV)","Sloecentrale (unit 20)","Albanieweg","10","4389PR","Ritthem","05/07/2018","E06","432"
