name,eic_code,lat,lon
AEROPUERTO DE SONDIKA,,,
MUTRASA XIII,,,
ALITRASA XI,,,
LA RAPIDA N 3 DE FONTANAR,,,
SA LLENSA,,,
CERAMICA UTZUBAR,,,
PROYECTOS ENERGETICOS MB,,,
ENVIANDE,,,
COGENERACION AZUCARERA DE GUADALETE,,,
OXAGESA,,,
MIRAT,,,
SALTO NUEVO,,,
COGENERACION LOS MADRILES,,,
CERAMICAS HIJOS DE F.MORATAL AMPLIADA CON RE-4918,,,
LA GREVOLOSA,,,
HOSPITAL MATERNO-HOSPITAL CIVIL,,,
NUELGAS,,,
ERRAMONTXO,,,
IBARREA,,,
SANTACARA-CAPARROSO,,,
ECHAURI,,,
MUTRASA IV,,,
AREMUSA VIII,,,
ALITRASA IV,,,
C.H.CASTRELO,,,
CARANTONA,,,
SANTA EUGENIA 1,,42.912965,-9.122543
NESTLE-EV,,,
C. H. DE GALLUR (PROY. AMPLIAC. Y REHAB),,,
CAMPORRIONDI,,,
GRES LUNA,,,
CARNICAS PRISAN,,,
ECOENERGIA INTEGRAL,,,
MARCASA,,,
IRISCROM ENERGIA,,,
CAMPILLOS 2,,,
TORRECILLA I,,,
TRICALSA,,,
CERAMICAS MAYOR (AMPLIACION CV-117),,,
PLANTA DE PURINS D ALCARRAS,,,
MOLINO DE MARCILLA,,,
MAS DE LAS MATAS (REHABILITACION),,,
BIEFFE MEDITAL - TEC 94,,,
MYTA MADERUELO II,,,
CARPEMA,,,
TOP WASH,,,
GRANJA DE TORDOMAR,,,
TRATAMIENTO DE LODOS,,,
LLANARS,,,
MOLI NOU,,,
MADERAS MENDANA,,,
NOU SALTS,,,
GARGANTA ANCHA SALTO I,,,
ORALLO,,,
COMARCAL AGRICOLA CABRA 2,,,
COGENER. E.R.A.R. SUR MADRID (POT.MODIF. 7/1/03),,,
"CERAMICAS AZNAR, S.L.",,,
TRATAMIENTOS AMBIENTALES SIERRA DE TERCIA,,,
INDUSTRIAS PELETERAS,,,
MATAZORITA,,,
COALSEMA,,,
BROTHER-CAS,,,
LA ESCANDELLA,,,
COGENERACION DERMONT,,,
CERAMICA DE PUENTEAREAS,,,
CONSERVAS GARAVILLA,,,
LECHE PASCUAL,,,
BDF NIVEA,,,
VENTA DE ABAJO,,,
VOZMEDIANO,,,
VOZMEDIANO,,,
COGENERACION ONDAGEN,,,
COGENERACION ONDAGEN,,,
DUSEN,,,
DEPURADORA DE VALLADOLID (E.D.A.R.),,,
GRAUS,,,
EL SOTO,,,
PLANTA SOLAR TERMOELECTICA PS 10,,,
EUROATOMIZADO,,,
ARCONES,,,
EMBALSE DE ORDUNTE,,,
LES HORTES,,,
COLONIA YMBERN,,,
COLONIA ROSAL,,,
PARRAMON,,,
FABRICA NOVA,,,
CAL BASSACS (GIRONELLA),,,
SERINYA,,,
CAL CASAS,,,
CLOT DEL MORO,,,
SIRUSA (ANTES MANCOMUNIDAD INCINERACION R.U.),,,
ALMENAR,,,
FUENTERMOSA,,,
REQUEJADA,,,
OLATE,,,
ERROTABERRI,,,
BERDABIO,,,
NUESTRA SENORA DE LAS MERCEDES,,,
ALBERDIKOA,,,
LANDALUCIA,,,
COGENERACION INCUSA,,,
CH FOLCRA,,,
BALET I VENDREL,,,
XAUDIERA,,,
FRIGORIFICS ESTEVE RIERA,,,
CAN RIERA,,,
MOLINO DE ARRIBA,,,
C.H. LA ISLA,,,
SAN PEDRO,,,
UBAO-TOQUILLO,,,
OTSINVERDE,,,
CORDINANES,,,
PAPELERA DE CASTILLA,,,
CENTRAL HIDROELECTRICA EL GOLLIZNO,,,
INTERMALTA,,,
INTERMALTA,,,
ANTREL,,,
FONTSECA,,,
ZUFRISA,,,
VILANNA,,,
"ECOPARC DEL MEDITERRANI, S.A",,,
"COGENERACION 7,4 MW PARA TRATAMIENTO Y REDUCCION DE PURINES",,,
CULMASUR,,,
"ASFALTOS CHOVA, S.A.",,,
"SAT ANSO SECADO FORRAJE Y CEREALES(1900KW,28/10/03",,,
C.H. EN ALARCON,,,
TRATAMIENTO LODOS  COOPERATIVAS A. ALBACETENSES,,,
COGENERACION DE PURINES EN MONZON,,,
GEGSA I,,,
TENERIAS OMEGA,,,
ST. JAMES INDUSTRIAS,,,
HOSPITAL UNIV. VIRGEN DE LAS NIEVES,,,
PIENSOS CIMA - AREVALO,,,
APROVECHAMIENTO HIDROELECTRICO  LA INESUCA,,,
C.H. LA IBIENZA,,,
FUENTE ALAMO III,,,
POLIAMIDAS Y ALUMINIOS PENARROYA-PUEBLONUEVO,,,
C.H. CENTRAL DE ABAJO,,,
ANDASOL I,,,
SAICA 2,,41.544164,-0.675767
"CENTRAL DE COGENERACION DE FMC FORET, S.A. (FOREL)",,,
MENUZA,,,
EL CANAL,,,
SANTA MARINA,,,
NISERIAS,,,
VILACOBA,,,
CORCOESTO,,,
MERZA,,,
FECHA,,,
"CH MAURICI ROSET, 1",,,
MALAGARRIGA,,,
SALT CANET,,,
REYENVAS,,,
C.H. DE A MERCA,,,
C. H. DE CABALAR,,,
C.H. EL CANTO,,,
TRAMOSA,,,
CERAMICA ZARATAN,,,
MURGUES,,,
ALIER,,,
COGENERACION EL SALTO,,,
TIRMADRID,,,
BOVEDILLAS,,,
OLESA DE MONTSERRAT,,,
LOS NAVARROS,,,
C.H. VEGA DE CABALLEROS,,,
PLANTA TRAT.LODOS MONZON DE CAMPOS,,,
TRATAMIENTO DE VERTIDOS SALINOS EN LAVADO JAMONES,,,
C.H. AMERAUN,,,
"COMPACGLASS, S.L.",,,
EDAR BAJO BIDASOA,,,
C.H. PALANCAR,,,
C.H. DE PUENTE VILARINO,,,
ADS JUNEDA 2,,,
"COGENERACION DESALADORA DUAL, SL",,,
"CERM (INQUITEX, S.A.)",,,
C.H. TOURO (SALTO N 2),,,
PISCIFACTORIA LA GORGUITA,,,
LA DEHESA,,,
UNION INDUSTRIAL PAPELERA,,41.551169,1.683909
C. H. DE NARAIO,,,
CENTRAL DE ERROTABARRI,,,
ABLANEDA,,,
LATASA,,,
EL BATAN,,,
TABLICIA,,,
CALDONES,,,
LAMBREABE,,,
TRUCHAS DEL CINCA,,,
TRUCHAS DEL CINCA,,,
ENERSUR SIGLO 21,,,
ZORITA DE VALVERDON,,,
ENERVAP COGENERACION (UNIFICADA CON RE-1795),,,
GORMAZ,,,
COGENERACION C.D. AMAYA,,,
COGENERACION HOSPITAL GOMEZ ULLA,,,
CG ILERPROTEIN,,,
TECNOCAUCHO,,,
CH PENDIS,,,
CH MOLINOS,,,
MORENTIN,,,
CENTRAL HIROELECTRICA LA MURTA,,,
COGENERACION NESTLE SEVARES,,,
IRURZUN,,,
FINCA BARCILES,,,
MADERAS BESTEIRO,,,
RELCAMP,,,
SAMUEL SOLORZANO,,,
PENELLES,,,
HOSPITAL DE NAVARRA,,,
INDUSTRIAS ROKO,,,
INDUSTRIAS ROKO,,,
DORNA,,,
PAVASAL,,,
CH OSOR,,,
MOLI DE FOIX,,,
BERGA 1,,,
LANZAHITA,,,
COGENERACION BONDUELLE,,,
CH TRAVY,,,
ALOS DISIL,,,
TRINITAT,,,
CERAMICA EL PARAISO,,,
CH SERRADAL,,,
HOSPITAL ST.JAUME,,,
FLACA,,,
PERE VALLS,,,
ALMIBERIA,,,
CG LA MORAVIA,,,
CG LA MORAVIA,,,
EL CARMEN,,,
SALTO DE LABASTIDA,,,
TRATAMIENTO PURINES ALCAUDETE DE LA JARA,,,
APARTAMENTOS TUTELADOS ROCHAPEA S-16,,,
SALTO DE TUDELA,,,
REC DELS QUATRE POBLES (MODIF. POTENCIA 28/4/03),,,
SAN MARTIN II,,,
CRUANYES,,,
HIDROELECTRICA LA ISABELA,,,
PALMOLIVA 98,,,
CASA TEJADA,,,
SLIR,,,
C.H. RIO LANDRO,,,
SALTO DE PIEDRALAVES,,,
COGENERACION MINA ANA,,,
ROMERO ALVAREZ 1 (TEMPORAL),,,
TRATAMIENTO DE PURINES EN CAZANUECOS,,,
ENERALCO,,,
INDUSTRIAS LOSAN,,,
VALDUNO II,,,
CASA FELIX,,,
PLANTA TRATAMIENTO DE PURINES DE 25 T/H,,,
LORCA I,,,
REAL ENERGETICA,,,
LACTEOS DE NAVARRA,,,
OLEXTRA,,,
APROFURSA,,,
APROFURSA,,,
SAJUSA,,,
LERIN,,,
BAIDES,,,
MOLLET DEL VALLES,,,
IKAZTEGIETA,,,
CAILA & PARES,,,
CAILA & PARES,,,
BIOENERGIA SANTAMARIA,,,
COGENERACION DE COMPANIA ASTURIANA DE ARCILLAS,,,
TABICESA,,,
LA SOLEDAD,,,
JEMA CREACIONES INFANTILES,,,
PRODUCTOS CERAMICOS MORA,,,
POLO HERMANOS,,,
BECOSA BAEZA,,,
PLANTA DEPURACION AGUAS RESIDUALES,,,
ACEITERA DEL GUADALQUIVIR,,,
D. D. R.,,,
LOS JOAQUINES,,,
LORCA II,,,
MUSA IV,,,
GRANJA AVICOLA VILLASECA,,,
"GALLEGA DE RESIDUOS GANADEROS, SA",,,
CAMPOFRIO,,,
CAMPOFRIO,,,
CAMPOFRIO,,,
CAN LLANES,,,
CENTRAL HIDROELECTRICA DEL CHANZA,,,
VILAFRANCA DEL PENEDES,,,
COGENERACION GEMASA,,,
ARCILLEX,,,
DIAGONAL PLAZA,,,
SAN VICENTE,,,
ESCARRA,,,
MONTENARTRO,,,
HONORIO,,,
GLOBAL PLASMA ENVIRONMENT,,,
BUNUEL,,,
LORENTE,,,
SAN ANDRES,,,
SARRIA II,,,
SALTO DE VILLASECA,,,
PLANTA TRATAMIENTO PURINES UTIEL,,,
LA MORA,,,
AREMUSA III,,,
MUSA IX,,,
AREMUSA X,,,
ALITRASA II,,,
C.H. DE CAN PARAREDA,,,
OLVERA,,,
LA RIBERA,,,
SALTO 765,,,
LA FLECHA,,,
RASINES,,,
C.H. PORTODEMOUROS-CAUDAL ECOLOGICO,,,
HOSPITAL MANRESA,,,
EL CARBURO,,,
CASTELLBELL,,,
BERGA 3,,,
ELS SALTS,,,
ELS SALTS,,,
LA MOLA - AYTO DE LLAVORSI (MODIF. SUSTANCIAL),,,
HORTA,,,
TIERRA ATOMIZADA,,,
HIPERCOR,,,
MAPFRE,,,
LA CONCHITA,,,
SANTOLAZ,,,
OLLOQUI,,,
BUBONES,,,
QUINTANALUENGOS,,,
OLAKOAGA,,,
EZPALEO,,,
VALDESTILLAS,,,
MONTEFIBRE (GENFIBRE),,42.680935,-2.926047
VALDAJOS,,,
MONTECILLO,,,
COLONIA JORBA,,,
MATABOSC,,,
LAS MINAS,,,
LAS MINAS,,,
CERAMICA HERMANOS JEREZ,,,
MAINZU,,,
CH BARRANC DE BERASTI,,,
CH BARRANC DE BERASTI,,,
COROMINA,,,
TUNEL DE VIELMA-SESPLANS,,,
UARKA,,,
LA PENA (AMPLIADA CON RE-1114),,,
VILLABANEZ,,,
RIO BLANCO,,,
COGENERACION IURRETA,,,
COGENERACION IURRETA,,,
VALDELAGEVE,,,
LA BRENA,,,
CENTRAL HIDROELECTRICA DE BORNOS,,,
CANET-RABASSA,,,
AZULINDUS Y MARTI,,,
BIOASTUR,,,
BIOASTUR,,,
BIOASTUR,,,
COGENERACION SALONI,,,
PAPELERA DEL JARAMA,,,
C.H. PRULLANS,,,
"BELPLA, S.A.",,,
"TEC 94, S.A. Y SMURFIT ESPANA, S.A.",,,
ULL ROIG,,,
HOSTERIA CASTELLANA,,,
PASERTEX COGENERACION A.I.E.,,,
MADERAS SAN RAFAEL,,,
PORT VIGO,,,
VADILLOS,,,
"CENTRO INVESTIGACION Y TRATAMIENTO ONCOLOGICO, S.A",,,
"IDEAS Y PROYECTOS TIKARE, S.L.",,,
HOSPITAL TXAGORRITXU,,,
ESTUCER ENERGIA,,,
PATUEL-INTECSA,,,
COGENERACION DE ENERGIA GIJON,,,
CANAL DE ALMAZAN,,,
LACTEAS CASTELLANO LEONESAS,,,
SANT QUINTI,,,
COLONIA MOLI NOU,,,
GANADOS FOMPEDRAZA,,,
S.A.T. CITRICOS VALENCIANOS,,,
COGENERACION FRICOSA,,,
HOSPITAL DE SANTA MARINA,,,
SALTO DE MARINEJO,,,
WHISKY DYC,,,
"CERAMICA NULENSE, S.A.",,,
COGENERACION ESCAYOLAS DE LODOSA,,,
COGENERACION ESCAYOLAS DE LODOSA,,,
C.H. DE PRESA,,,
"TEC 94 Y CARTONAJES LEVANTE, S.A.",,,
MANUFACTURAS ESTAMBRE,,,
ALMACELLES - CENTRAL 3,,,
PUENTE NUEVO,,,
EL PUEYO,,,
INQUEVAP,,,
INQUEVAP,,,
CAN SABATA,,,
HOSPITAL DE CRUCES,,,
HERMANOS ORTIZ BRAVO III,,,
COGENERACION HIJOS J.C.HERNANDEZ II,,,
PROCESOS ECOLOGICOS VILCHES,,,
SAN MIGUEL,,,
CARNES ESTELLES,,,
PAQUITO BOIRO,,,
BIOENERGETICA EGABRENSE II,,,
CONUBEN,,,
CENTRAL DE ALMENARA,,,
MADERAS MONTERO,,,
CONGIZARDI S.L,,,
C.H. SAN PEDRO DE ARAIA,,,
SALTO DEL MARTINETE,,,
C.H. DE AREN,,,
SORIGUE,,,
ANDION,,,
C.H. NTRA. SRA. DEL MILAGRO,,,
FUENTE ALAMO I,,,
BIOENERGIA SANTAMARIA II,,,
"SALINAS BRAS DEL PORT, S.A.",,,
EDAR MATARO,,,
C.H. IRURA,,,
HIDROESCORON MINICENTRAL EN EL RIO ARBA,,,
MINICENTRAL HIDROELECTRICA 125 KW,,,
CIA. ENERGETICA PARA EL TABLERO,,,
PATA DE MULO,,,
"ATOMIZADAS ALCORA,S.A.-AMIZALSA",,,
"ATOMIZADAS ALCORA,S.A.-AMIZALSA",,,
CENTRAL DE ALMENARA,,,
INTZA,,,
NUESTRA SENORA DE ANGOSTO,,,
CAMPO,,,
COGENERACION BANERES,,,
ROZADIO,,,
MOLINO DE SAN ANDRES,,,
MOLINO QUINTANILLA DEL AGUA,,,
PLANTA INCUBACION AVICOLA,,,
PLANTA BIOETANOL BABILAFUENTE,,,
TORO,,,
C.H. LA COSTA,,,
S.A.T. QUIRANTE FRUITS,,,
SALTO DE LOS LEONES,,,
SOLVAY I,,43.376356,-4.042517
SANTA MARIA DE DULCIS,,,
BECEITE,,,
SAICA 1,,41.670358,-0.868817
ARIAS II,,,
LOUREDAL,,,
FERVENZAS,,,
LAS ROZAS DE VALDEARROYO,,,
CARBOEIRO,,,
AZULEJOS VIVES,,,
MARAZZI,,,
C.H. ALOS DE BALAGUER,,,
PONT VELL,,,
ULL ROIG,,,
C. H. SALTO VINIEGRA DE ABAJO,,,
CENTRAL HIDROELECTRICA EL BAYO,,,
MUSA II,,,
C.H. DE BOLUMBURU (AMPLIACION DE RE-0628/1),,,
COGENERACION SMURFIT NAVARRA-TEC 94,,,
LOSAN II,,,
C.H. IZBOR,,,
BIOTRACTAMENTS VILA-SANA,,,
BIOTRACTAMENTS VILA-SANA,,,
CENTRAL HIDRAULICA PANTANO DE BERMEJALES,,,
SALTO DE NAVAHONDA,,,
C.H. A PONTE,,,
"COGENERACION ALAVESA, S.L.",,,
CERAMICA ACUSTICA,,,
CIA ENERGETICA LAS VILLAS,,,
C.H. DE CUCAYO,,,
CERAMICA J.RUIZ E HIJOS,,,
CENTAL DE COGENERACION ESCOMBRERAS-MOYRESA GIRASOL,,,
COGENERACION SERRERIA DE IREGUA,,,
COGENERACION - PUEBLA ALMORADIEL,,,
VALDENOCEDA,,,
LECHE PASCUAL,,,
CH BERGA,,,
CH RIALB,,,
LACORZANA,,,
BIOSASIETA,,,
MOLINO EL BERRAL,,,
PISCIFACTORIA ALIAGA,,,
PISCIFACTORIA ALIAGA,,,
MIGASA - DOS HERMANAS,,,
AZPIROZ,,,
COTASA,,,
EL CASTRO,,,
GARCIA BAQUERO,,,
LA GLEVA,,,
BAUSEN,,,
C.H. RAMALLAL,,,
BEGET,,,
SANILLES,,,
"CORPORACION ALIMENTARIA PENASANTA, S.A.",,,
IRAUREGUI,,,
PINSOS TAGSA,,,
ALMOFREI,,,
FERTIBERIA,,,
C.H. MALARS,,,
LA COMA,,,
COGENERACION LA ESPINA,,,
HOSPITAL NUESTRA SENORA DE COVADONGA,,,
SAN DIEGO (AMPLIADA CON RE-1780),,,
HIGARES,,,
HIDROELECTRICA DE PINA,,,
"SULQUISA, S.A.",,,
EL MAQUILON,,,
PURINA ESPANA,,,
EL MOLI,,,
CERAMICAS MOLLA,,,
ERVISA,,,
KEROS CERAMICA,,,
IRIBAS,,,
TRATAMIENTO DE PURINES FUENSALIDA,,,
"MOLTUANDUJAR S.L. (COANSA COGENERACION DE ANDUJAR, S.A.)",,,
AZANON,,,
TRATAMIENDO LODOS EN MADRIDEJOS,,,
TRATAMIENTO DE PURINES EN VILLANUEVA DE LA JARA,,,
INDUSTRIAS ALEGRE,,,
JORGE I,,,
FABRICACION DE ENVASES INDUSTRIALES,,,
PLANTA DE SAN JORGE,,,
EMARSA - ESTACION PINEDO,,,
JORGE II - AMPLIACION,,,
ECYR MARTOS,,,
ECYR VILLANUEVA,,,
CERAMICA HISPANO-PORTUGUESA,,,
LA PELOTERA,,,
TRAINALBA II,,,
ANGULO GENERAL QUESERA,,,
VIGUETAS BERMA,,,
LORCA-2,,,
BUJARALOZ (2 FASE),,,
RUBER INTERNACIONAL,,,
HADASA,,,
EL MONEGRE,,,
ROS ROCA (PLANTA DE TITAGUAS),,,
COGENERACION FEIRACO (AMPLIADA CON RE-1627),,,
COGENERACION FEIRACO (AMPL. DE RE-00D-711),,,
MOLINO DE ALTZOLA,,,
LADRILLOS MORA,,,
CAOBAR,,,
CAOBAR,,,
ZAMUNON,,,
BECOSA BUJALANCE,,,
LA GILA,,,
SAN DIEGO (AMPLIACION RE-0069),,,
TRITURADOS PUERTO BLANCO,,,
LINASA,,,
LAVINTEX,,,
ECOPARC N 1,,,
LACUNZA,,,
CANADA DE ROMERO,,,
RIBESALBES,,,
MAL PAS,,,
LA ESCALINATA,,,
SEPIOLSA,,,
CENTRAL HIDROELECTRICA PANTANO DE CUBILLAS,,,
SAN RAFAEL,,,
FABRICA DE HARINAS,,,
COGENERACION HIJOS DE J.C.HERNANDEZ I,,,
COGENERACION HIJOS DE J.C.HERNANDEZ I,,,
UBAUN,,,
GURREA DE GALLEGO,,,
INDUSTRIA PAPELERA NESA,,,
HOSPITAL 9 DE OCTUBRE,,,
TECAMASA,,,
COGENERACION INCEDISA,,,
PEQUERA,,,
DANONE. S.A.,,,
MUSA V,,,
MUSA VI,,,
ALITRASA VII,,,
ALITRASA IX,,,
COGENERACION,,,
SOSSIS,,,
SASTAGO-I,,,
TUDELA,,,
SALTO 1060,,,
LA CORBA,,,
EL ROIG,,,
HOSPITAL DOCTOR JOSEP TRUETA DE GIRONA,,,
PONT DE VILOMARA,,,
IGLESIAS,,,
FABRICA PAPER,,,
EDINJA,,,
PARC DEL SEGRE,,,
GUALBA II,,,
COLONIA PRAT,,,
CG EUROHUECO,,,
COLLET,,,
"ATOMIX, S.A.",,,
ESTREMERA,,,
AITZETARTE,,,
ARTIGAS,,,
LA CHORRONERA,,,
FROMISTA,,,
ONCE PARADAS,,,
ABALOZ,,,
C.H. LA PLANA,,,
SANT ANTONI,,,
RIERA MOLINE,,,
FABRICA INDUSTRIAL CARTONERA MENGIBAR-SMURFITT KAPPA ESPANA S.A.,,,
TUNEL DE VIELHA-DRENATGES,,,
PLAGICAS,,,
SALTO DE LA GUERA,,,
FAGOLLAGA,,,
LA LORA,,,
BOLUBARRI,,,
EL HOYO,,,
AZUCARERA DEL DUERO,,,
COGENERACION ENERGYWORKS,,,
VIEJAS,,,
PUIG Y FONT,,,
LA CORTADA,,,
PLANTA DE TRACTAMENT DE PURINS ISONA,,,
MUSEU DE CAN SANGLAS,,,
CERAMICA LLANOS AMPLIACION,,,
CERAMICA LLANOS AMPLIACION,,,
TUREGANO,,,
GALICIA TEXTIL,,,
PROCESOS ECOLOGICOS,,,
PISCINA MUNICIPAL CLIMATIZADA,,,
CHINCHA,,,
MOLINO DE URDANIZ,,,
BEKO-ERROTA,,,
PINTURAS CATAFORESICAS,,,
OLAVERRI,,,
VERTEDERO DE VACARISSES,,,
COLOROBBIA ESPANA,,,
ABENGOA SERVICIOS URBANOS,,,
REYDE,,,
BALCABIN,,,
CALSECA,,,
BIERGE,,,
REMIGIO-MARIANO GOSALVEZ,,,
EL GORGOL,,,
TECNICAS DE COGENERACION DE SILLA,,,
VALVERDE DEL MAJANO,,,
NAVAS DE ORO,,,
INDUSTRIA DE TRATAM. PURINES EN ALTORRICON,,,
C.H. DE SEGADE,,,
PLANTA DE COGENERACION ASERPAL,,,
INDUSTRIAS DEL TABLERO,,,
QUART,,,
COGENERACION CRIPRIANO CASTELLO ALFONSO,,,
RAIMAT - CENTRAL 7,,,
ALCARRAS - CENTRAL 9,,,
GUARRO CASAS,,,
COMERCIAL AYMERICH,,,
PREBESEC,,,
COGENERACION BRILEN,,,
CENTRAL HIDROELECTRICA EL RUMBLAR,,,
MAGUNAS,,,
CERAMICA TUDELANA,,,
TEDELCHE,,,
CASTILSERAS,,,
IPARLAT,,,
LONASA PINTO,,,
AZULEJOS Y PAVIMENTOS,,,
PROCESOS ECOLOGICOS CARMONA 2,,,
SICOGESA CAMPILLOS 1,,,
SICOGESA CAMPILLOS 2,,,
EDAR DE BANYOLES,,,
GALTZARABURU,,,
DESIMPACTE DE PURINS VOLTREGA,,,
TRACJUSA,,,
C.H. TALAVERA,,,
AZUCARERA MONTERO,,,
CAMPUS SUR,,,
CIATESA,,,
C.H. DE PESQUEIRAS,,,
BIOELECTRICA JIENENSE,,,
REGATA ETXALAR,,,
SARTAGUDA,,,
AGOZPE,,,
ZALDU,,,
LLADRO,,,
RIOSEQUILLO,,,
EL BATAN,,,
JUAN LINUESA DIAZ,,,
C. H. AHEDILLO 2,,,
PLANTA DE GIRASOL,,,
DEPURADORA DE AGUAS RESIDUALES LOIOLA,,,
C.H. PIE DE PRESA,,,
PORMA,,,
"TURIA COGENERACION, S.A.",,,
VERTEDERO ALCALA DE HENARES,,,
EDAR DE MONTORNES,,,
ONDUPACK,,,
"EPIFANIO CAMPO, S.L.",,,
COG.CENTRO COMERCIAL LAS CANAS,,,
VALDESPARTERA,,,
LA MOZOLA,,,
LA CUEVA,,,
MOINSA,,,
MOINSA,,,
TEVERGA,,,
LA DEGOLLADINA,,,
SALUNI,,,
SOTILLA,,,
POMBEIRO,,,
CURRAS,,,
PRESA DEL REY,,,
INACSA,,,
VILADOMIU,,,
ANGULO GENERAL QUESERA,,,
NUEVOS PRODUCTOS CERAMICOS,,,
PL.TR.PURINES CON CENTRAL COGENERACION,,,
MUSA IV,,,
CIA. ENERGETICA PUENTE DEL OBISPO,,,
COGENERACION CERABRICK,,,
P.COGENERACION SOGAMA,,,
PLANTA  TERMOELECTRICA DE APROVECHAMIENTO DE RESIDUOS SOLIDOS URBANOS DE SOGAMA,,43.171214,-8.440952
C. H. SALTO N 1 CENTRAL DE BRANDARIZ,,,
VERTEDERO DE ALCAZAR DE SAN JUAN,,,
CENTRAL HIDROELECTRICA CONTRASTA,,,
CERFASA,,,
GAIZKA AURTENECHE LANDA,,,
C. H. XALLAS,,,
PLANTER LEVANTE,,,
PLANTA VINAZAS DESTILERIAS DYC,,,
"SALINERA ANANA, S.L.",,,
OLCESA,,,
IQA,,,
INDITEX,,,
INDITEX,,,
GARONA VERDA,,,
CERAMICA LA ANDALUZA DE BAILEN,,,
ANARBE,,,
C.H. SASTRE BARAT,,,
CH FILATS,,,
CH MOLI,,,
TAULELL - PLANTA PAVIMENTO N2,,,
TAULELL - PLANTA DE REVESTIMIENTO N3,,,
C.H. A DEVESA,,,
"NEOELECTRA MENGIBAR MAQUIZ, S.A.",,,
ELORDI,,,
RIO PIRON,,,
LOS ANGELES,,,
EDAR RUBI,,,
LANGA DE DUERO,,,
COGENERACION PRODOSA-LA LUISIANA,,,
"GENERACION PENINSULAR, S.L.",,,
ARATXES,,,
NUEVA CERAMICA CAMPO,,,
MALTRANA,,,
AHEDILLO,,,
PESCANOVA CHAPELA,,,
COLONIA GOMIS,,,
VILADOMIU MARCAL,,,
BAYER,,,
BAYER,,,
MOLLO,,,
CG ALCOVER,,,
TEA I,,,
PAPELERA DEL PRINCIPADO (ANTES COG. DEL PLA),,,
PAPELERA DEL PRINCIPADO (ANTES COG. DEL PLA),,,
ALKIZA,,,
SATI COGENERACION AIE,,,
BARBELLIDO,,,
ARENYS EMPORDA,,,
BALSARENY,,,
ANCIN,,,
ALABE-FORET,,,
SANTA LLUCIA,,,
SASTRE,,,
CERAMICA LA MINILLA (ANTES COGENERACION SOMAPRE),,,
BONMATI,,,
LA PLANA,,,
COLONIA PERNAU,,,
BAUCELLS COGENERACION,,,
HARINAS VAZQUEZ,,,
HONGOS DE LA JARA,,,
TRATAMIENTO DE PURINES SALVACANETE,,,
ANDRES SANCHEZ PLAZA,,,
"EUROPEA DE COGENERACION, S.A.",,,
TRATAMIENTO DE PURINES EN MANZANEQUE,,,
LA PENA II (AMPLIADA CON RE-0663),,,
PE DE VINA,,,
CERAMICA MILLAS E HIJOS,,,
VERTEDERO DE CAN MATA,,,
BUBAL I,,,
ROMERO ALVAREZ 2 (TEMPORAL),,,
CARCASTILLO,,,
TRATAMIENTO DE PURINES EN PELABRAVO,,,
CONSELLERIA DE SANIDAD - HOSPITAL LA PLANA,,,
MADERAS PEDRO MARCOS MARIA,,,
BARRI DE FLUVIA,,,
TRAINALBA,,,
TRUCHAS FUENTERMOSA 1 FASE,,,
CELYTEX (AMPLIADA CON RE-3050),,,
EUROATOMIZADO (2 TURBINA),,,
COGENERACION PARAJE ALCANARA,,,
UTISA (COGETALSA),,,
BLANCA,,,
CENTRAL N 14 DEL CANAL DE ARAGON Y CATALUNA,,,
EMBALAJES Y CAJAS,,,
HERMANOS ORTIZ BRAVO I Y II,,,
CENTRAL HIDROELECTRICA GUADALHORCE-GUADALTEBA,,,
LANDA EDER,,,
OHL,,,
HIDROELECTRICA DE LA ISABELA,,,
CERAMICAS DEL SURESTE,,,
CELIS,,,
SMURFIT- POL.IND. CAN CASTELL,,,
PARQUETS HERNANDEZ,,,
MADERAS PETEIRO,,,
FERTIMOLINA,,,
GRABISA,,,
CENER I,,37.304832,-6.863907
INDIPUNT,,,
MADERAS FRANCISCO IRIZAR,,,
FUNDACION ESTADIO SOCIEDAD DEPORTIVA,,,
BP OIL ESPANA - ESTACION DE SERVICIO ISIDORO,,,
EL HORCAJO,,,
CERAMICA PENAFIEL,,,
LOMINCHAR,,,
MONTEVIVE,,,
APROVECHAMIENTO HIDROELECTRICO DEL RIO BESAYA,,,
C.H. PEDRO ORTIZ RAMOS (ANTES SALTO DE MONTEARAGON,,,
CASTELLGALI,,,
SURIA,,,
ROSSELLO,,,
CAN BADIA,,,
CABDELLA AUXILIAR,,,
VALLESPIR,,,
CAOLESA,,,
CG C.E. HOSPITALET NORD,,,
CG C.E. HOSPITALET NORD,,,
HOSPITAL GENERAL,,,
GLOBAL PLASMA ENVIRONMENT,,,
MURILLO,,,
ARLAS,,,
BIURRANA,,,
GARDE,,,
COGENERACION COREN,,,
COGENERACION COREN,,,
EL ATAZAR,,,
AREMUSA VI,,,
AREMUSA IX,,,
ALITRASA I,,,
ALITRASA V,,,
SALT DEL MOLI VELL DE BELLPUIG,,,
ECOPARC-2,,,
GELSA,,,
C.H. BARREIRO,,,
QUINTANA DEL PUENTE,,,
SARDON BAJO,,,
VILACHAN,,,
EL COTERILLO,,,
C.H. NOVO PINDO,,,
"COG.FORRAJES DE RIBAFORADA, S.L.",,,
C. H. DEL VOLTREGA,,,
C.H. PLANTA DA TREITA,,,
AUXILIAR TEXTIL RIBA,,,
