id;lat;lon;location_checked
BNA1503;51.25454;6.78648;26.01.2016
BNA1504;49.047474;8.281602;korrigiert
BNA1505;50.9815566;10.2905599;26.01.2016
BNA1506;52.070093;11.385306;korrigiert
BNA1507;49.85869;7.88569;26.01.2016
BNA1508;51.6124;7.46532;26.01.2016
BNA1509;52.560606;7.295164;26.01.2016
BNA1510;51.520132;14.337383;korrigiert
BNA1511a;50.77701;6.48605;26.01.2016
BNA1511b;50.77701;6.48605;26.01.2016
BNA1516;49.59914;8.22096;26.01.2016
BNA1531;54.137883;13.667149;korrigiert
BNA1556;51.151413;13.97761;korrigiert
BNAP001;53.06666667;8.8;not in excel
BNAP002;47.81425881;10.89490546;not in excel
BNAP006;54.33021427;10.10943775;not in excel
BNAP007;51.51356269;7.278288486;not in excel
BNAP009;54.082486;9.98969;not in excel
BNAP012;53.49104825;9.9503088;not in excel
BNAP013;53.49104825;9.9503088;not in excel
BNAP014;53.5748;8.137;not in excel
BNAP023;51.22138;6.73131;not in excel
BNAP024;54.78333333;9.433333333;not in excel
BNAP025;48.00557217;7.842279817;not in excel
BNAP026;49.48333333;8.466666667;not in excel
BNAP028;50.99131718;6.964898901;not in excel
BNAP029;51.62952;7.331174;not in excel
BNAP033;49.33413028;7.031355928;not in excel
BNAP034;51.52485;6.923;not in excel
BNAP034;51.52485;6.923;not in excel
BNAP041;51.045549;7.018704;not in excel
BNAP042;54.336675;10.19119819;not in excel
BNAP043;52.42520804;13.30976486;not in excel
BNAP044;48.3591;11.7903;not in excel
BNAP046;51.54693912;7.162828289;not in excel
BNAP050;48.24311673;12.85631363;not in excel
BNAP050;48.24311673;12.85631363;not in excel
BNAP051;51.82047514;6.575501443;not in excel
BNAP052;51.06723224;12.22534362;not in excel
BNAP053;49.42158;8.67284;not in excel
BNAP060;53.56625104;9.728479385;not in excel
BNAP061;0;0;not in excel
BNAP062;51.60381429;7.464313673;not in excel
BNAP065;51.377061;6.658902;not in excel
BNAP066;52.48447;13.50146;not in excel
BNAP068;48.66923581;8.353122575;not in excel
BNAP069;48.66923581;8.353122575;not in excel
BNAP070;48.385385;9.841504;not in excel
BNAP072;50.99131718;6.964898901;not in excel
BNAP073;48.3591;11.7903;not in excel
BNAP074;49.827353;6.835113;not in excel
BNAP075;47.697993;12.14609;not in excel
BNAP078;54.336675;10.19119819;not in excel
BNAP079;51.89395;9.21268;not in excel
BNAP079;51.89395;9.21268;not in excel
BNAP079;51.89395;9.21268;not in excel
BNAP079;51.89395;9.21268;not in excel
BNAP080;48.3110175;9.0186461;not in excel
BNAP081;51.37368834;10.79923197;not in excel
BNAP082;51.9297;9.899;not in excel
BNAP082;51.9297;9.899;not in excel
BNAP082;51.9297;9.899;not in excel
BNAP082;51.9297;9.899;not in excel
BNAP086;0;0;not in excel
BNAP089;50.77605391;10.64549028;not in excel
BNAP090;47.62261;11.37366;not in excel
BNAP092;48.99969867;8.327559745;not in excel
BNAP094;47.65173802;7.963371786;not in excel
BNAP097;49.06081;8.32439;not in excel
BNAP098;48.5195636;13.7085052;not in excel
BNAP098;48.5195636;13.7085052;not in excel
BNAP099;50.62711;11.38938;not in excel
BNAP099;50.62711;11.38938;not in excel
BNAP100;49.293248;6.770937;not in excel
BNAP101;54.33945;10.1766;not in excel
BNAP102;51.512175;13.97109;not in excel
BNAP105;51.68037;7.09688;not in excel
BNAP114;48.45267685;10.20397272;not in excel
BNAP122;49.71006;8.41443;not in excel
BNAP123;50.04879;9.01855;not in excel
BNAP124;48.51504;10.4015648;not in excel
BNAP125;51.54693912;7.162828289;not in excel
BNAP127;49.984424;10.181753;not in excel
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
