id;efficiency_net;efficiency_gross;efficiency_comment;date;efficiency_source;source_type
BNA0646b;0.464;;;09.11.2015;https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=13&ved=0CC0QFjACOApqFQoTCOy5jMueg8kCFYUWLAodabkAog&url=http%3A%2F%2Fwww.gkm.de%2Fmedia%2F%3Ffile%3D517_GKM_Block_9_Folder_DE.pdf%26download&usg=AFQjCNFLWlvXO32d9tXCNHmRhYi64KL-3w&sig2=_wjrcmN-1Pmz1l_w_9A5Ng;B
BNA0647;;;;;;
BNA0648;;;;;;
BNA0649;;;;;;
BNA0650;;;;;;
BNA0651;;;;;;
BNA0652;0.75;;;23.11.2015;http://ins-erzgebirge.de/ausflugsziel.php?id=260;B
BNA0653;;;;23.11.2015;;
BNA0654;;;;23.11.2015;;
BNA0655;;;;23.11.2015;;
BNA0656;;;;23.11.2015;;
BNA0657;;;;23.11.2015;;
BNA0658;;;;03.11.2015;;
BNA0659;;;;03.11.2015;;
BNA0660;;;;;;
BNA0661;0.38;;;03.11.2015;http://www.marlaktuell.de/?p=123972;C
BNA0662a;;;;;;
BNA0662b;;;;;;
BNA0663;;;;;;
BNA0664;;;;;;
BNA0665;;;;;;
BNA0666;;;;;;
BNA0667;;;;;;
BNA0669;0.74;;;29.10.2015;http://www.gea.de/region+reutlingen/neckar+erms/pumpspeicherkraftwerk+in+glems+lecks+per+knopfdruck+schliessbar.2714095.htm;B
BNA0670;;;;;;
BNA0671;;;;;;
BNA0672a;;;;;;
BNA0672b;;;;;;
BNA0673;;;;;;
BNA0674;;;;;;
BNA0675;;;;;;
BNA0676;;;;;;
BNA0677;;;;;;
BNA0678a;;;;;;
BNA0678b;;;;;;
BNA0681;;;;23.11.2015;;
BNA0682;;;;23.11.2015;;
BNA0683a;;;;23.11.2015;;
BNA0683b;;;;23.11.2015;;
BNA0683c;;;;23.11.2015;;
BNA0684a;;;;23.11.2015;;
BNA0684b;;;;23.11.2015;;
BNA0684c;;;;23.11.2015;;
BNA0685;;;;;;
BNA0686;;;;;;
BNA0688;;;;;;
BNA0689;;;;;;
BNA0690;;;;;;
BNA0691a;;;;;;
BNA0691b;;;;;;
BNA0692;;;;;;
BNA0693;;;;;;
BNA0695;;;;;;
BNA0696;0.33;;;17.11.2015;https://de.wikipedia.org/wiki/Kraftwerk_Neurath;C
BNA0697;0.33;;;17.11.2015;https://de.wikipedia.org/wiki/Kraftwerk_Neurath;C
BNA0698;0.33;;;17.11.2015;https://de.wikipedia.org/wiki/Kraftwerk_Neurath;C
BNA0699;0.366;;;17.11.2015;http://www.nf-niederaussem.de/fileadmin/pdf/03_Praesentation_Aktueller_Stand_der_Technik__Dr._Eichholz_.pdf;C
BNA0700;0.366;;;17.11.2015;http://www.nf-niederaussem.de/fileadmin/pdf/03_Praesentation_Aktueller_Stand_der_Technik__Dr._Eichholz_.pdf;C
BNA0701;;;;;;
BNA0702;;0.8;Brutto: KWK Wirkungsgrad;29.10.2015;http://www.bayernoil.de/fileadmin/downloadpool/Umwelterklaerung_2006/BO_Umwelterklaerung_2006.pdf;B
BNA0703;;;;;;
BNA0704;;;;;;
BNA0705;0.358;;;17.11.2015;http://www.nf-niederaussem.de/fileadmin/pdf/03_Praesentation_Aktueller_Stand_der_Technik__Dr._Eichholz_.pdf;A
BNA0706;0.358;;;17.11.2015;http://www.nf-niederaussem.de/fileadmin/pdf/03_Praesentation_Aktueller_Stand_der_Technik__Dr._Eichholz_.pdf;A
BNA0707;;;;17.11.2015;;
BNA0708;;;;17.11.2015;;
BNA0709;0.43;;;17.11.2015;http://www.rwe.com/web/cms/de/60132/rwe-power-ag/energietraeger/braunkohle/standorte/kw-niederaussem/;A
BNA0710;;;;17.11.2015;;
BNA0711;;;;17.11.2015;;
BNA0712;;;;17.11.2015;;
BNA0713;0.358;;;17.11.2015;http://www.nf-niederaussem.de/fileadmin/pdf/03_Praesentation_Aktueller_Stand_der_Technik__Dr._Eichholz_.pdf;A
BNA0714;;;;17.11.2015;;
BNA0715;;;;;;
BNA0716;;;;;;
BNA0717;;;;;;
BNA0718;;;;;;
BNA0719;;;;;;
BNA0720;;;;;;
BNA0721;0.62;;;23.11.2015;http://www.lars-rohwer.de/inhalte/2/aktuelles/67892/das-pumpspeicherwerk-niederwartha-zeitgemaess-und-gewollt-/index.html;B
BNA0722;0.62;;;23.11.2015;http://www.lars-rohwer.de/inhalte/2/aktuelles/67892/das-pumpspeicherwerk-niederwartha-zeitgemaess-und-gewollt-/index.html;B
BNA0724;;;;;;
BNA0725;;;;;;
BNA0726;;;;;;
BNA0727;;;;;;
BNA0728;;;;;;
BNA0729;;;;;;
BNA0730;;;;;;
BNA0731;;;;;;
BNA0732;;;;;;
BNA0733;;;;;;
BNA0734;;;;23.11.2015;;
BNA0735;;;;23.11.2015;;
BNA0736;;;;23.11.2015;;
BNA0737;;;;23.11.2015;;
BNA0738;;;;23.11.2015;;
BNA0739;;;;23.11.2015;;
BNA0740;;;;23.11.2015;;
BNA0741;;;;23.11.2015;;
BNA0742;;0.85;Brutto: KWK WG;17.11.2015;https://www.n-ergie.de/header/die-n-ergie/aktiv-fuer-die-umwelt/erneuerbare-energien.html;B
BNA0743;;0.85;Brutto: KWK WG;17.11.2015;https://www.n-ergie.de/header/die-n-ergie/aktiv-fuer-die-umwelt/erneuerbare-energien.html;B
BNA0744;;;;;;
BNA0745;;;;;;
BNA0746;;;;;;
BNA0747;;;;;;
BNA0748;;;;;;
BNA0749;;;;;;
BNA0750;;;;;;
BNA0751;;;;;;
BNA0752;;;;03.11.2015;;
BNA0753;;;;03.11.2015; ;
BNA0754;;;;;;
BNA0755a;;;;17.11.2015;;
BNA0755b;;;;17.11.2015;;
BNA0756;;;;;;
BNA0757;;;;;;
BNA0758;;;;;;
BNA0759;;;;02.11.2015;;
BNA0760;;;;;;
BNA0761;;;;;;
BNA0762;;;;;;
BNA0763;;;;;;
BNA0764;;;;;;
BNA0765;;;;;;
BNA0766;;;;02.11.2015;;
BNA0767;;;;;;
BNA0768;;;;;;
BNA0769;;;;;;
BNA0770;;;;;;
BNA0771;;;;;;
BNA0772;;;;;;
BNA0773;;;;;;
BNA0774;;;;;;
BNA0775;;;;;;
BNA0776;;;;;;
BNA0777;;;;;;
BNA0778;;;;;;
BNA0779;;;;;;
BNA0780;;;;;;
BNA0781;;;;;;
BNA0782;;;;;;
BNA0784;;;;;;
BNA0785;0.375;;;28.10.2015;http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_PressReleasePageType/_5d05b802-9a68-425e-bbe1-eb0bc2631316_de&_t_hit.pos=4;A
BNA0786;0.375;;;28.10.2015;http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_PressReleasePageType/_5d05b802-9a68-425e-bbe1-eb0bc2631316_de&_t_hit.pos=4;A
BNA0787;0.375;;;28.10.2015;http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_PressReleasePageType/_5d05b802-9a68-425e-bbe1-eb0bc2631316_de&_t_hit.pos=4;A
BNA0788;0.375;;;28.10.2015;http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_PressReleasePageType/_5d05b802-9a68-425e-bbe1-eb0bc2631316_de&_t_hit.pos=4;A
BNA0789;0.375;;;28.10.2015;http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_PressReleasePageType/_5d05b802-9a68-425e-bbe1-eb0bc2631316_de&_t_hit.pos=4;B
BNA0790;0.375;;;28.10.2015;http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_PressReleasePageType/_5d05b802-9a68-425e-bbe1-eb0bc2631316_de&_t_hit.pos=4;B
BNA0791;;;;;;
BNA0792;;;;;;
BNA0793;0.42;;;02.11.2015;http://www.eon.com/content/eon-com/de/about-us/structure/asset-finder/heyden.html;B
BNA0794;;;;;;
BNA0795;;;;;;
BNA0797;;;;;;
BNA0799;;;;;;
BNA0800;;;;;;
BNA0801;;;;;;
BNA0802;;;;;;
BNA0804a;;;;30.10.2015;;
BNA0804b;;0.88;Brutto: KWK WG;01.12.2015;https://www.eon.de/pk/de/energiezukunft/erneuerbare-energien/technologie/dezentrale-erzeugung/vor-ort.html;A
BNA0805;;;;;;
BNA0806;;;;;;
BNA0807;;;;;;
BNA0808;;;;;;
BNA0814;;0.88;Brutto: KWK Wirkungsgrad;03.11.2015;https://www.swp-potsdam.de/swp/de/energie/ueber-uns-ewp/umweltschutz-ewp/kraftwerk-ewp/st_kraftwerk.php;A
BNA0815;;;;;;
BNA0816;;;;;;
BNA0817;;;;;;
BNA0818;;;;;;
BNA0819;;;;;;
BNA0820;0.37;;;23.11.2015;http://www.spd-saar.de/uploads/media/konzept_bergbau.pdf;A
BNA0821;;;;;;
BNA0822;;;;;;
BNA0823;;;;;;
BNA0824;;;;;;
BNA0825;;;;;;
BNA0826;;;;;;
BNA0827;;;;;;
BNA0828;;;;;;
BNA0829;;;;;;
BNA0830;;;;;;
BNA0832;;0.88;Brutto: KWK WG;09.11.2015;https://www.fairenergie.de/08_presse/pressearchiv-artikel.php?id=548;B
BNA0834;;;;;;
BNA0835;;;;;;
BNA0836;;;;;;
BNA0837;;;;;;
BNA0838;;;;;;
BNA0839;;;;;;
BNA0840;;;;;;
BNA0842a;;;;20.11.2015;;
BNA0842b;0.487;0.9;Brutto: KWK Wirkungsgrad;20.11.2015;http://www.stadt-und-werk.de/meldung_15802_Motor+f%C3%BCr+die+Energiewende.html;B
BNA0843;;;;20.11.2015;;
BNA0845;;;;;;
BNA0846;;;;;;
BNA0847;;;;;;
BNA0848;;0.88;Brutto: KWK Wirkungsgrad;20.11.2015;http://rathaus.rostock.de/sixcms/media.php/144/SWRAG%20Vortrag%20Fernw%C3%A4rme.pdf;A
BNA0849;0.432;;;29.10.2015;http://www.kraftwerk-rostock.de/#/kraftwerk/fakten/;A
BNA0850;;;;;;
BNA0851;;;;;;
BNA0852;;;;;;
BNA0854;;;;;;
BNA0855;;;;;;
BNA0856;;;;;;
BNA0857;;;;29.10.2015;;
BNA0858;;;;;;
BNA0859;;;;;;
BNA0860;;;;;;
BNA0861a;;;;;;
BNA0861b;0.42;;S. 14;03.11.2015;https://www.energie-saarlorlux.com/wp-content/broschueren/Broschuere-Heizkraftwerk.pdf;A
BNA0862;;;;;;
BNA0863;;;;17.11.2015;;
BNA0864;;;;17.11.2015;;
BNA0865b;;;;17.11.2015;;
BNA0867;;;;;;
BNA0868;;;;;;
BNA0871;;;;;;
BNA0873;;;;;;
BNA0874;;;;;;
BNA0876;;;;;;
BNA0877a;;;;;;
BNA0877b;;;;;;
BNA0877c;;;;;;
BNA0877d;;;;;;
BNA0877e;;;;;;
BNA0877f;;;;;;
BNA0878;0.4;;;02.11.2015;https://library.e.abb.com/public/17a12f32273be6a4c1256ddd00346e97/13-18m225.pdf;B
BNA0879;0.4;;;02.11.2015;https://library.e.abb.com/public/17a12f32273be6a4c1256ddd00346e97/13-18m225.pdf;B
BNA0880;;;;;;
BNA0881;;;;;;
BNA0882;;;;23.11.2015;;
BNA0883;;;;23.11.2015;;
BNA0884;;;;;;
BNA0885;;;;;;
BNA0887a;;;;;;
BNA0887b;;;;;;
BNA0887c;;;;;;
BNA0887d;;;;;;
BNA0887e;;;;;;
BNA0887f;;;;;;
BNA0887g;;;;;;
BNA0888;;;;;;
BNA0889;;;;;;
BNA0890;;;;;;
BNA0891;;;;;;
BNA0892;;;;;;
BNA0893;;;;;;
BNA0894a;;;;17.11.2015;;
BNA0894b;;;;17.11.2015;;
BNA0894c;;;;17.11.2015;;
BNA0894d;;;;17.11.2015;;
BNA0894e;;;;17.11.2015;;
BNA0895;;;;;;
BNA0896;;;;;;
BNA0897;;;;;;
BNA0898;;;;;;
BNA0899;;;;;;
BNA0900;;;;;;
BNA0901;;;;;;
BNA0902a;;;;;;
BNA0902b;;;;;;
BNA0902c;;;;;;
BNA0902d;;;;;;
BNA0903;;;;;;
BNA0904;;;;;;
BNA0905;;;;;;
BNA0906;;;;;;
BNA0907;;;;;;
BNA0908;;;;;;
BNA0909;;;;;;
BNA0910;;;;;;
BNA0911;;;;;;
BNA0912;;;;;;
BNA0914;0.41;;allgemeine angabe von 41-43 % für Schwarze Pumpe, Lippendorf, Boxberg;30.10.2015;???;
BNA0915;0.41;;allgemeine angabe von 41-43 % für Schwarze Pumpe, Lippendorf, Boxberg;30.10.2015;???;
BNA0916;;;;;;
BNA0917;;;;;;
BNA0918b;;;;;;
BNA0920;;;;;;
BNA0921;;;;;;
BNA0922;;;;17.11.2015;;
BNA0923;;;;;;
BNA0924;;;;;;
BNA0926a;;;;;;
BNA0926b;;;;;;
BNA0927;;;;;;
BNA0928;;;;;;
BNA0929;;;;;;
BNA0931;;;;;;
BNA0932;;;;;;
BNA0934;;;;;;
BNA0935;;;;;;
BNA0936;;;;;;
BNA0937;0.23;0.85;"Quelle fraglich; Netto: Strom, Brutto: KWK";29.10.2015;http://www.paulinenpflege.de/fileadmin/user_upload/bbw/bfs/download/eltern/Elternbrief-05.pdf;C
BNA0938;0.23;0.85;"Quelle fraglich; Netto: Strom, Brutto: KWK";29.10.2015;http://www.paulinenpflege.de/fileadmin/user_upload/bbw/bfs/download/eltern/Elternbrief-05.pdf;C
BNA0939a;;;;;;
BNA0939b;0.23;0.85;"Quelle fraglich; Netto: Strom, Brutto: KWK";29.10.2015;http://www.paulinenpflege.de/fileadmin/user_upload/bbw/bfs/download/eltern/Elternbrief-05.pdf;C
BNA0941;;;;;;
BNA0942;;;;;;
BNA0943;;;;;;
BNA0944;;;;;;
BNA0945a;;;;;;
BNA0945b;;;;;;
BNA0946a;0.8;;S.43;11.11.2015;http://www.gdfsuez-energysales.de/sites/default/files/upload/dokumente/2013_gsed_aktivitaetenbericht.pdf;B
BNA0946b;;;;;;
BNA0946c;;;;;;
BNA0947;;;;;;
BNA0948;;;;;;
BNA0949;;;;;;
BNA0950;;;;;;
BNA0951;;;;;;
BNA0952;;;;;;
BNA0953;;;;11.11.2015;;
BNA0954;;;;;;
BNA0957;;0.84;Brutto: Gesamtwirkungsgrad nach Modernisierung 2013;20.11.2015;http://www.swtue.de/fileadmin/user_upload/6Waerme/SWT_TueWaerme_Fernwaerme_Info_1310_web.pdf;B
BNA0960a;;;;;;
BNA0960b;;;;;;
BNA0961;;;;;;
BNA0962a;;;;;;
BNA0962b;;;;;;
BNA0963;;;;;;
BNA0965;;;;;;
BNA0966;;;;;;
BNA0967;;;;;;
BNA0968;;;;;;
BNA0969a;;;;;;
BNA0969b;;;;;;
BNA0969c;;;;;;
BNA0971;;;;;;
BNA0972;;;;20.11.2015;;
BNA0973;;;;20.11.2015;;
BNA0974;;;;;;
BNA0975;;;;;;
BNA0976;;;;;;
BNA0977;;;;;;
BNA0978;;;;17.11.2015;;
BNA0979;;;;17.11.2015;;
BNA0980;;;;17.11.2015;;
BNA0981;;;;17.11.2015;;
BNA0982;;;;17.11.2015;;
BNA0983;;;;17.11.2015;;
BNA0984;;;;17.11.2015;;
BNA0985;;;;17.11.2015;;
BNA0986;;;;17.11.2015;;
BNA0987;;;;17.11.2015;;
BNA0988;;;;;;
BNA0989;0.382;;Gesamwirkungsgrad der Anlage;23.11.2015;http://www.steag-energyservices.com/fileadmin/user_upload/steag-energyservices.com/unsere_leistungen/energy_technologies/plant_process_engeneering/refblatt_voerde_rea_d_neu.pdf;A
BNA0990;0.382;;Gesamwirkungsgrad der Anlage;23.11.2015;http://www.steag-energyservices.com/fileadmin/user_upload/steag-energyservices.com/unsere_leistungen/energy_technologies/plant_process_engeneering/refblatt_voerde_rea_d_neu.pdf;A
BNA0991;0.387;;Gesamtwirkungsgrad der Anlage;17.11.2015;http://www.steag-energyservices.com/fileadmin/user_upload/steag-energyservices.com/unsere_leistungen/energy_technologies/plant_process_engeneering/refblatt_voerde_rea_d_neu.pdf;A
BNA0992;0.387;;Gesamtwirkungsgrad der Anlage;17.11.2015;http://www.steag-energyservices.com/fileadmin/user_upload/steag-energyservices.com/unsere_leistungen/energy_technologies/plant_process_engeneering/refblatt_voerde_rea_d_neu.pdf;A
BNA0993;;;;;;
BNA0994;0.597;;;02.11.2015;http://www.eon.com/content/eon-com/de/about-us/structure/asset-finder/irsching.html;A
BNA0995;0.604;;;02.11.2015;http://www.eon.com/content/eon-com/de/about-us/structure/asset-finder/irsching.html;A
BNA0996;;;;;;
BNA0997;;;;;;
BNA0998;0.4;;Quelle fraglich;23.11.2015;http://www.voelklingen-im-wandel.de/stadtteile-fenne.php;B
BNA0999;0.37;;;23.11.2015;http://www.spd-saar.de/uploads/media/konzept_bergbau.pdf;A
BNA1000;;;;;;
BNA1001;;;;;;
BNA1002;0.385;;S. 5;17.11.2015;http://www.mibrag.de/media/1355133007.pdf;B
BNA1003;;;;17.11.2015;;
BNA1004;;;;;;
BNA1005;;;;;;
BNA1006;;;;01.12.2015;;
BNA1007a;;;;;;
BNA1007b;;;;;;
BNA1008;;;;;;
BNA1009;;;;;;
BNA1010;;;;;;
BNA1011;;;;;;
BNA1013;;;;;;
BNA1014;;;;;;
BNA1015;0.55;;Welt.de als Quelle?;30.10.2015;http://www.welt.de/print/die_welt/hamburg/article108358316/Neues-Kraftwerk-in-Wedel-Innovation-Fehlanzeige.html;B
BNA1016;0.55;;Welt.de als Quelle?;30.10.2015;http://www.welt.de/print/die_welt/hamburg/article108358316/Neues-Kraftwerk-in-Wedel-Innovation-Fehlanzeige.html;B
BNA1017;;;;;;
BNA1018;;;;;;
BNA1019;;;;17.11.2015;;
BNA1020;;;;;;
BNA1023;0.5;;;05.01.2016;https://de.wikipedia.org/wiki/Kraftwerk_Weisweiler;C
BNA1024;0.5;;;05.01.2016;https://de.wikipedia.org/wiki/Kraftwerk_Weisweiler;C
BNA1025;0.33;;;05.01.2016;https://de.wikipedia.org/wiki/Kraftwerk_Weisweiler;C
BNA1026;0.33;;;05.01.2016;https://de.wikipedia.org/wiki/Kraftwerk_Weisweiler;C
BNA1027;0.36;;;05.01.2016;https://books.google.de/books?id=3gjxbjLZUIcC&pg=PA44&lpg=PA44&dq=Grevenbroich-Frimmersdorf+wirkungsgrad&source=bl&ots=Ov4NMifXMN&sig=9UFMsjWijfvUpdU2_A-dtbyh_tw&hl=de&sa=X&ved=0ahUKEwiki-rIupLKAhXFfw8KHe3cDRwQ6AEIQzAH#v=onepage&q=Grevenbroich-Frimmersdorf%20wirkungsgrad&f=false;B
BNA1028;0.36;;;05.01.2016;https://books.google.de/books?id=3gjxbjLZUIcC&pg=PA44&lpg=PA44&dq=Grevenbroich-Frimmersdorf+wirkungsgrad&source=bl&ots=Ov4NMifXMN&sig=9UFMsjWijfvUpdU2_A-dtbyh_tw&hl=de&sa=X&ved=0ahUKEwiki-rIupLKAhXFfw8KHe3cDRwQ6AEIQzAH#v=onepage&q=Grevenbroich-Frimmersdorf%20wirkungsgrad&f=false;B
BNA1029;;;;;;
BNA1030;;;;;;
BNA1031;0.73;;Vor der Modernisierung 2012, aktuell 0,78 http://corporate.vattenfall.de/newsroom/pressemeldungen/2014/fit-fur-die-energiewende-pumpspeicherwerk-wendefurth-geht-wieder-in-betrieb/;23.11.2015;http://www.stromtip.de/rubrik2/20223/Reportage-Pumpspeicherwerke-sollen-ein-Eckpfeiler-der-Energiewende-werden.html;B
BNA1032;0.73;;Vor der Modernisierung 2012, aktuell 0,78 http://corporate.vattenfall.de/newsroom/pressemeldungen/2014/fit-fur-die-energiewende-pumpspeicherwerk-wendefurth-geht-wieder-in-betrieb/;23.11.2015;http://www.stromtip.de/rubrik2/20223/Reportage-Pumpspeicherwerke-sollen-ein-Eckpfeiler-der-Energiewende-werden.html;B
BNA1033;;;;;;
BNA1034;;;;;;
BNA1036;;;;17.11.2015;;
BNA1037;;;;;;
BNA1038;;;;;;
BNA1039;0.41;;Kombiprozess;17.11.2015;http://www.rwe.com/web/cms/de/1770664/rwe-generation-se/standorte/deutschland/kw-gersteinwerk/;A
BNA1040;0.41;;Kombiprozess;17.11.2015;http://www.rwe.com/web/cms/de/1770664/rwe-generation-se/standorte/deutschland/kw-gersteinwerk/;A
BNA1041;0.41;;Kombiprozess;17.11.2015;http://www.rwe.com/web/cms/de/1770664/rwe-generation-se/standorte/deutschland/kw-gersteinwerk/;A
BNA1042;0.41;;Kombiprozess;17.11.2015;http://www.rwe.com/web/cms/de/1770664/rwe-generation-se/standorte/deutschland/kw-gersteinwerk/;A
BNA1043;0.41;;Kombiprozess;17.11.2015;http://www.rwe.com/web/cms/de/1770664/rwe-generation-se/standorte/deutschland/kw-gersteinwerk/;A
BNA1044;0.41;;Kombiprozess;17.11.2015;http://www.rwe.com/web/cms/de/1770664/rwe-generation-se/standorte/deutschland/kw-gersteinwerk/;A
BNA1045;0.41;;Kombiprozess;17.11.2015;http://www.rwe.com/web/cms/de/1770664/rwe-generation-se/standorte/deutschland/kw-gersteinwerk/;A
BNA1046a;;;;17.11.2015;;
BNA1046b;;;;17.11.2015;;
BNA1047;;;;;;
BNA1048;;;;;;
BNA1049;;;;;;
BNA1050;;;;;;
BNA1051;;;;;;
BNA1053;;;;;;
BNA1054;;;;;;
BNA1055;;;;;;
BNA1056;;;;11.11.2015;;
BNA1057;;;;;;
BNA1058;;;;;;
BNA1059;;;;;;
BNA1060;;;;02.11.2015;;
BNA1061;0.4;;;02.11.2015;http://www.bund-niedersachsen.de/themen/kohlekraftwerke/kraftwerks_plaene/wilhelmshaven/;A
BNA1062;;;;;;
BNA1063;;;;;;
BNA1064;;;;;;
BNA1065;;;;;;
BNA1066;;;;;;
BNA1067;;;;;;
BNA1068;;;;;;
BNA1069;;;;;;
BNA1070;;;;;;
BNA1071;;;;17.11.2015;;
BNA1072;;;;;;
BNA1073;;;;;;
BNA1074;;;;09.11.2015;;
BNA1075a;;;;;;
BNA1075b;;;;;;
BNA1076a;;0.591;Quelle fraglich;23.11.2015;http://biowasserstoff-magazin.richey-web.de/pdf/Themen_Energie_sparen_mit_BZ.pdf;B
BNA1076b;;0.591;Quelle fraglich;23.11.2015;http://biowasserstoff-magazin.richey-web.de/pdf/Themen_Energie_sparen_mit_BZ.pdf;B
BNA1077a;;;;;;
BNA1077b;;;;;;
BNA1078;;;;;;
BNA1079;;;;;;
BNA1080;;;;;;
BNA1081;;;;;;
BNA1082;;;;23.11.2015;;
BNA1083;;;;23.11.2015;;
BNA1084;;;;23.11.2015;;
BNA1085;0.25;0.77;http://asue.de/sites/default/files/asue/termine_veranstaltungen/2010/fachveranstaltung2010/vortraege/11_vortrag_lewetz_hkw_wuerzburg.pdf;11.11.2015;;
BNA1086;0.25;0.77;;11.11.2015;http://asue.de/sites/default/files/asue/termine_veranstaltungen/2010/fachveranstaltung2010/vortraege/11_vortrag_lewetz_hkw_wuerzburg.pdf;A
BNA1087;0.5;0.88;angabe für das HKW gesamt;11.11.2015;http://asue.de/sites/default/files/asue/termine_veranstaltungen/2010/fachveranstaltung2010/vortraege/11_vortrag_lewetz_hkw_wuerzburg.pdf;A
BNA1088;0.5;0.88;S. 21;11.11.2015;http://asue.de/sites/default/files/asue/termine_veranstaltungen/2010/fachveranstaltung2010/vortraege/11_vortrag_lewetz_hkw_wuerzburg.pdf;A
BNA1089;;;;17.11.2015;;
BNA1090;;;;;;
BNA1091;;;;;;
BNA1092;;;Information zum Steinkohleblock;11.11.2015;https://www.gdfsuez-energie.de/de/erzeugung/erzeugungsanlagen/zolling;A
BNA1093;;;;;;
BNA1094;;;;17.11.2015;;
BNA1097;;;;;;
BNA1098;;;;;;
BNA1099;;;;;;
BNA1100;;;;;;
BNA1101;;;;;;
BNA1102;;;;;;
BNA1103;;;;23.11.2015;;
BNA1104;;;;;;
BNA1105;;;;;;
BNA1106;;;;;;
BNA1107;;;;;;
BNA1108;;;;;;
BNA1109;;;;;;
BNA1110;;;;;;
BNA1113;;;;;;
BNA1114;;;;;;
BNA1115;;;;;;
BNA1116;;;;;;
BNA1117;;;;;;
BNA1118;;;;;;
BNA1119;;;;;;
BNA1120;;;;;;
BNA1121;;;;;;
BNA1122;;;;;;
BNA1123;;;;;;
BNA1124;;;;;;
BNA1125;;;;;;
BNA1126;;;;;;
BNA1127;;;;11.11.2015;;
BNA1128;;;;11.11.2015;;
BNA1129;;;;;;
BNA1131;;;;17.11.2015;;
BNA1132;;;;;;
BNA1134;;;;;;
BNA1135;;;;;;
BNA1136;;;;;;
BNA1137;;;;;;
BNA1138;;0.84;Brutto: KWK Wirkungsgrad;20.11.2015;http://www.stadtwerke-erkrath.de/unternehmen/anlagen.html;A
BNA1139;;;;;;
BNA1140;;;;;;
BNA1141;;;;;;
BNA1142;;;;;;
BNA1143;;;;;;
BNA1144;;;;;;
BNA1145;;;;;;
BNA1146;;;;;;
BNA1148;;;;;;
BNA1149;;;;;;
BNA1150;;;;;;
BNA1151;;;;17.11.2015;;
BNA1152;;;;;;
BNA1153;;;;;;
BNA1154;;;;;;
BNA1155;;;;;;
BNA1156;;;;;;
BNA1157;;;;;;
BNA1159;;;;;;
BNA1160;;;;;;
BNA1161;;;;;;
BNA1162;;;;;;
BNA1163;;;;;;
BNA1164;;;;17.11.2015;;
BNA1165;;;;;;
BNA1166;;;;17.11.2015;;
BNA1167;;;;;;
BNA1168;;;;17.11.2015;;
BNA1169;;;;;;
BNA1170a;;;;;;
BNA1170b;;;;;;
BNA1171;;;;;;
BNA1174;;;;;;
BNA1175;;;;;;
BNA1176a;;;;;;
BNA1176b;;;;;;
BNA1177;;;;;;
BNA1178;;;;;;
BNA1179;;;;;;
BNA1180;;;;;;
BNA1181;;;;;;
